regionname,year,gdpcap,Terrorism
Andalucia,1955,1.68873183014256,False
Andalucia,1956,1.75849753289657,False
Andalucia,1957,1.8276206972394,False
Andalucia,1958,1.85275629430933,False
Andalucia,1959,1.87803484718652,False
Andalucia,1960,2.0101399600114296,False
Andalucia,1961,2.12917747377702,False
Andalucia,1962,2.28034844571473,False
Andalucia,1963,2.43101972608831,False
Andalucia,1964,2.50885458681727,False
Andalucia,1965,2.5846900275284104,False
Andalucia,1966,2.69444434855945,False
Andalucia,1967,2.80234220537994,False
Andalucia,1968,2.98736079765435,False
Andalucia,1969,3.17909177525729,False
Andalucia,1970,3.35432726531259,False
Andalucia,1971,3.52292206586344,False
Andalucia,1972,3.75621265018031,False
Andalucia,1973,3.98771781234937,False
Andalucia,1974,4.05184220872719,False
Andalucia,1975,4.11218219878026,False
Andalucia,1976,4.22179356400403,False
Andalucia,1977,4.331690840842351,False
Andalucia,1978,4.3051986890464295,False
Andalucia,1979,4.226935178816101,False
Andalucia,1980,4.21151120606166,False
Andalucia,1981,4.20701245654143,False
Andalucia,1982,4.24907153689906,False
Andalucia,1983,4.29163096258212,False
Andalucia,1984,4.3586833379637095,False
Andalucia,1985,4.42659257650716,False
Andalucia,1986,4.66323891764741,False
Andalucia,1987,4.90067107988677,False
Andalucia,1988,5.15959717075813,False
Andalucia,1989,5.41773787637126,False
Andalucia,1990,5.585261162128901,False
Andalucia,1991,5.74921447527269,False
Andalucia,1992,5.64124535846901,False
Andalucia,1993,5.53491849008542,False
Andalucia,1994,5.638817288949809,False
Andalucia,1995,5.72072268553851,False
Andalucia,1996,5.9959296123261705,False
Andalucia,1997,6.300985537335321,False
Aragon,1955,2.28877455736698,False
Aragon,1956,2.44515862202038,False
Aragon,1957,2.60339893296391,False
Aragon,1958,2.63903175752798,False
Aragon,1959,2.67709221577038,False
Aragon,1960,2.8814623608517005,False
Aragon,1961,3.0995429702841606,False
Aragon,1962,3.359183186430549,False
Aragon,1963,3.61418169724945,False
Aragon,1964,3.68009129785463,False
Aragon,1965,3.74528699110522,False
Aragon,1966,3.88331910400042,False
Aragon,1967,4.01613812417992,False
Aragon,1968,4.24364488215421,False
Aragon,1969,4.47622090535517,False
Aragon,1970,4.5962580201694605,False
Aragon,1971,4.72372186350775,False
Aragon,1972,5.00128538191097,False
Aragon,1973,5.28349060564169,False
Aragon,1974,5.44237378187705,False
Aragon,1975,5.600971046497881,False
Aragon,1976,5.73657508987388,False
Aragon,1977,5.86639552482773,False
Aragon,1978,5.925021352716191,False
Aragon,1979,5.95279923509578,False
Aragon,1980,5.974721595308711,False
Aragon,1981,6.011139587210571,False
Aragon,1982,6.133604771544071,False
Aragon,1983,6.26085418117145,False
Aragon,1984,6.372893615914429,False
Aragon,1985,6.495501320214309,False
Aragon,1986,6.92652092426717,False
Aragon,1987,7.358611825192799,False
Aragon,1988,7.80277028828817,False
Aragon,1989,8.242645307255959,False
Aragon,1990,8.45829762924879,False
Aragon,1991,8.6682378207231,False
Aragon,1992,8.46686626086743,False
Aragon,1993,8.25692694107487,False
Aragon,1994,8.57397851450925,False
Aragon,1995,8.84675824345946,False
Aragon,1996,9.09668683529036,False
Aragon,1997,9.51870894030277,False
Principado De Asturias,1955,2.50292780466742,False
Principado De Asturias,1956,2.61553840887816,False
Principado De Asturias,1957,2.72579263939377,False
Principado De Asturias,1958,2.7518565775291903,False
Principado De Asturias,1959,2.77742082410048,False
Principado De Asturias,1960,2.96729511957242,False
Principado De Asturias,1961,3.143887382274149,False
Principado De Asturias,1962,3.37353608023266,False
Principado De Asturias,1963,3.59725799604131,False
Principado De Asturias,1964,3.67259352726788,False
Principado De Asturias,1965,3.74335883107059,False
Principado De Asturias,1966,3.9093828242154,False
Principado De Asturias,1967,4.07312213948916,False
Principado De Asturias,1968,4.30862614169389,False
Principado De Asturias,1969,4.5497001902916105,False
Principado De Asturias,1970,4.631605151039441,False
Principado De Asturias,1971,4.69965734539016,False
Principado De Asturias,1972,5.02256487683207,False
Principado De Asturias,1973,5.34561536408124,False
Principado De Asturias,1974,5.50249933821921,False
Principado De Asturias,1975,5.65195658383319,False
Principado De Asturias,1976,5.59225945907196,False
Principado De Asturias,1977,5.53870333225105,False
Principado De Asturias,1978,5.61461025086582,False
Principado De Asturias,1979,5.704298893814941,False
Principado De Asturias,1980,5.79698655783058,False
Principado De Asturias,1981,5.935661100176739,False
Principado De Asturias,1982,5.84975729939325,False
Principado De Asturias,1983,5.769066155484589,False
Principado De Asturias,1984,5.887318066071519,False
Principado De Asturias,1985,6.01128254301784,False
Principado De Asturias,1986,6.23479002511559,False
Principado De Asturias,1987,6.4652958041564,False
Principado De Asturias,1988,6.68816042096231,False
Principado De Asturias,1989,6.913524585191059,False
Principado De Asturias,1990,6.98314755005824,False
Principado De Asturias,1991,7.04063103901118,False
Principado De Asturias,1992,6.92280756000518,False
Principado De Asturias,1993,6.79834317357429,False
Principado De Asturias,1994,6.95415585083949,False
Principado De Asturias,1995,7.11646691556319,False
Principado De Asturias,1996,7.21722373755378,False
Principado De Asturias,1997,7.475721396844209,False
Baleares (Islas),1955,3.14395886017778,False
Baleares (Islas),1956,3.34775783579134,False
Baleares (Islas),1957,3.54962865137026,False
Baleares (Islas),1958,3.64267348698363,False
Baleares (Islas),1959,3.734861677355581,False
Baleares (Islas),1960,4.0588405056702594,False
Baleares (Islas),1961,4.36025410848017,False
Baleares (Islas),1962,4.646172696472879,False
Baleares (Islas),1963,4.91152526105822,False
Baleares (Islas),1964,5.05069971288895,False
Baleares (Islas),1965,5.184661507844861,False
Baleares (Islas),1966,5.466795253671941,False
Baleares (Islas),1967,5.73764638674664,False
Baleares (Islas),1968,6.16145369598642,False
Baleares (Islas),1969,6.58169103261233,False
Baleares (Islas),1970,6.887032433395151,False
Baleares (Islas),1971,7.16866626973767,False
Baleares (Islas),1972,7.5706937387309,False
Baleares (Islas),1973,7.95629785184144,False
Baleares (Islas),1974,7.97272207940588,False
Baleares (Islas),1975,7.974149894115079,False
Baleares (Islas),1976,8.03484683784544,False
Baleares (Islas),1977,8.080548240402301,False
Baleares (Islas),1978,8.041987654754891,False
Baleares (Islas),1979,8.00485575549843,False
Baleares (Islas),1980,8.25978257049325,False
Baleares (Islas),1981,8.53113361305252,False
Baleares (Islas),1982,8.7225078548986,False
Baleares (Islas),1983,8.92530722946346,False
Baleares (Islas),1984,9.27592116538132,False
Baleares (Islas),1985,9.652241867836867,False
Baleares (Islas),1986,10.2577834904313,False
Baleares (Islas),1987,10.8233358409874,False
Baleares (Islas),1988,11.1203945217661,False
Baleares (Islas),1989,11.408168920208098,False
Baleares (Islas),1990,11.5124246727498,False
Baleares (Islas),1991,11.6795199627673,False
Baleares (Islas),1992,11.3196226161945,False
Baleares (Islas),1993,10.9697225876312,False
Baleares (Islas),1994,11.4195940529268,False
Baleares (Islas),1995,11.7737792689812,False
Baleares (Islas),1996,11.9265920534981,False
Baleares (Islas),1997,12.3500428449015,False
Canarias,1955,1.91438157910519,False
Canarias,1956,2.07183672271092,False
Canarias,1957,2.22607819361879,False
Canarias,1958,2.22086553674397,False
Canarias,1959,2.2134390261404104,False
Canarias,1960,2.3576836148795697,False
Canarias,1961,2.4457297914881497,False
Canarias,1962,2.64824325443846,False
Canarias,1963,2.84475867525573,False
Canarias,1964,2.95115680362251,False
Canarias,1965,3.05419873932504,False
Canarias,1966,3.2317908209959,False
Canarias,1967,3.40338464261327,False
Canarias,1968,3.66031153138724,False
Canarias,1969,3.91288219060737,False
Canarias,1970,4.22493554087783,False
Canarias,1971,4.49357347398511,False
Canarias,1972,4.781919259815281,False
Canarias,1973,5.054912986635519,False
Canarias,1974,4.967794933172,False
Canarias,1975,4.88153374287034,False
Canarias,1976,4.94844316244466,False
Canarias,1977,5.0079262893358605,False
Canarias,1978,5.0409168285902695,False
Canarias,1979,5.23350488727551,False
Canarias,1980,5.43708921125772,False
Canarias,1981,5.65824053758078,False
Canarias,1982,5.68730371470317,False
Canarias,1983,5.71986582237664,False
Canarias,1984,5.80134235154353,False
Canarias,1985,5.88560390390692,False
Canarias,1986,6.25678386323216,False
Canarias,1987,6.612681933928481,False
Canarias,1988,6.97700655211792,False
Canarias,1989,7.33790328181903,False
Canarias,1990,7.34504409872849,False
Canarias,1991,7.34718669247403,False
Canarias,1992,7.22007980281304,False
Canarias,1993,7.09218796373469,False
Canarias,1994,7.410740137304519,False
Canarias,1995,7.61639514128776,False
Canarias,1996,7.817051922107081,False
Canarias,1997,8.06055447606487,False
Cantabria,1955,2.5594116925716497,False
Cantabria,1956,2.6938731790916903,False
Cantabria,1957,2.8203369855404,False
Cantabria,1958,2.87903450925294,False
Cantabria,1959,2.94373029301896,False
Cantabria,1960,3.1370322590588,False
Cantabria,1961,3.32762067980577,False
Cantabria,1962,3.55534143565008,False
Cantabria,1963,3.7714226250647096,False
Cantabria,1964,3.83940290567092,False
Cantabria,1965,3.90609832737521,False
Cantabria,1966,4.03213348432256,False
Cantabria,1967,4.15595544130248,False
Cantabria,1968,4.37589251494551,False
Cantabria,1969,4.61082556560291,False
Cantabria,1970,4.7914166683402994,False
Cantabria,1971,4.96965161530299,False
Cantabria,1972,5.1553843328524405,False
Cantabria,1973,5.33876045878633,False
Cantabria,1974,5.50835486038587,False
Cantabria,1975,5.6752357166925504,False
Cantabria,1976,5.796058216765079,False
Cantabria,1977,5.902956472536861,False
Cantabria,1978,5.91659524106394,False
Cantabria,1979,5.906455403087961,False
Cantabria,1980,5.8991001524676,False
Cantabria,1981,5.91488151474021,False
Cantabria,1982,5.916880716837599,False
Cantabria,1983,5.941659578150659,False
Cantabria,1984,6.02884910951782,False
Cantabria,1985,6.13831751893432,False
Cantabria,1986,6.42045126476141,False
Cantabria,1987,6.71322475804904,False
Cantabria,1988,7.023421862029379,False
Cantabria,1989,7.33361896600971,False
Cantabria,1990,7.45072853766112,False
Cantabria,1991,7.59640137695034,False
Cantabria,1992,7.46215367037989,False
Cantabria,1993,7.3279059638094495,False
Cantabria,1994,7.550699974393481,False
Cantabria,1995,7.77706352175048,False
Cantabria,1996,7.9077408198662,False
Cantabria,1997,8.22693498704611,False
Castilla Y Leon,1955,1.72914877104031,False
Castilla Y Leon,1956,1.83833192260359,False
Castilla Y Leon,1957,1.9476578120537,False
Castilla Y Leon,1958,1.97136537649399,False
Castilla Y Leon,1959,1.99514420091748,False
Castilla Y Leon,1960,2.13881740226844,False
Castilla Y Leon,1961,2.23950296427583,False
Castilla Y Leon,1962,2.45422738104403,False
Castilla Y Leon,1963,2.67223651257286,False
Castilla Y Leon,1964,2.77777777777778,False
Castilla Y Leon,1965,2.88217648612673,False
Castilla Y Leon,1966,2.98807492292939,False
Castilla Y Leon,1967,3.0945443112793702,False
Castilla Y Leon,1968,3.30227086694538,False
Castilla Y Leon,1969,3.5209939058288,False
Castilla Y Leon,1970,3.67052284726685,False
Castilla Y Leon,1971,3.8218367750118314,False
Castilla Y Leon,1972,4.081762249011439,False
Castilla Y Leon,1973,4.34540152311393,False
Castilla Y Leon,1974,4.46472429473276,False
Castilla Y Leon,1975,4.581119523188691,False
Castilla Y Leon,1976,4.732719362548201,False
Castilla Y Leon,1977,4.88467571974414,False
Castilla Y Leon,1978,4.94680091402457,False
Castilla Y Leon,1979,4.920379804291411,False
Castilla Y Leon,1980,4.89374469668822,False
Castilla Y Leon,1981,4.88103383338577,False
Castilla Y Leon,1982,4.92309334958427,False
Castilla Y Leon,1983,4.970722476334889,False
Castilla Y Leon,1984,5.113467772461219,False
Castilla Y Leon,1985,5.26199667700969,False
Castilla Y Leon,1986,5.6473148785057,False
Castilla Y Leon,1987,6.04463003594955,False
Castilla Y Leon,1988,6.35439870834895,False
Castilla Y Leon,1989,6.67402174295067,False
Castilla Y Leon,1990,6.87032273005704,False
Castilla Y Leon,1991,7.06319626451594,False
Castilla Y Leon,1992,7.04548717804958,False
Castilla Y Leon,1993,7.027635135775941,False
Castilla Y Leon,1994,7.07426444355742,False
Castilla Y Leon,1995,7.282919340288941,False
Castilla Y Leon,1996,7.61139691812384,False
Castilla Y Leon,1997,7.88846009120162,False
Castilla-La Mancha,1955,1.32776351357759,False
Castilla-La Mancha,1956,1.41509567387136,False
Castilla-La Mancha,1957,1.5035703910210902,False
Castilla-La Mancha,1958,1.5314196423441002,False
Castilla-La Mancha,1959,1.5593401536503,False
Castilla-La Mancha,1960,1.66752359520466,False
Castilla-La Mancha,1961,1.75242790389967,False
Castilla-La Mancha,1962,1.9204513170623096,False
Castilla-La Mancha,1963,2.09190240079285,False
Castilla-La Mancha,1964,2.18259064479066,False
Castilla-La Mancha,1965,2.27470713933854,False
Castilla-La Mancha,1966,2.3783919403329,False
Castilla-La Mancha,1967,2.48236221710092,False
Castilla-La Mancha,1968,2.7090831539761,False
Castilla-La Mancha,1969,2.94744365728096,False
Castilla-La Mancha,1970,3.1368895211719603,False
Castilla-La Mancha,1971,3.31962299973445,False
Castilla-La Mancha,1972,3.6291774563433914,False
Castilla-La Mancha,1973,3.94608672773181,False
Castilla-La Mancha,1974,4.0281346442869,False
Castilla-La Mancha,1975,4.11196820091023,False
Castilla-La Mancha,1976,4.26071110332874,False
Castilla-La Mancha,1977,4.412167986880981,False
Castilla-La Mancha,1978,4.44630086507092,False
Castilla-La Mancha,1979,4.40874053423352,False
Castilla-La Mancha,1980,4.32876329767946,False
Castilla-La Mancha,1981,4.26128249071694,False
Castilla-La Mancha,1982,4.34318745146476,False
Castilla-La Mancha,1983,4.42466441647253,False
Castilla-La Mancha,1984,4.55005714396891,False
Castilla-La Mancha,1985,4.67766350727359,False
Castilla-La Mancha,1986,4.98064831644084,False
Castilla-La Mancha,1987,5.2955586036523,False
Castilla-La Mancha,1988,5.67787778408178,False
Castilla-La Mancha,1989,6.0653385793233205,False
Castilla-La Mancha,1990,6.27942013079968,False
Castilla-La Mancha,1991,6.47450730106688,False
Castilla-La Mancha,1992,6.330691143908661,False
Castilla-La Mancha,1993,6.188589148915041,False
Castilla-La Mancha,1994,6.230934140887199,False
Castilla-La Mancha,1995,6.3287634197149005,False
Castilla-La Mancha,1996,6.61439609609308,False
Castilla-La Mancha,1997,6.86539554895588,False
Cataluna,1955,3.54662963030373,False
Cataluna,1956,3.69044556954152,False
Cataluna,1957,3.82683499817574,False
Cataluna,1958,3.8756783776064,False
Cataluna,1959,3.9217367338405498,False
Cataluna,1960,4.24178820002321,False
Cataluna,1961,4.57533547892566,False
Cataluna,1962,4.83804641196265,False
Cataluna,1963,5.0813340963686695,False
Cataluna,1964,5.15809787814531,False
Cataluna,1965,5.22365052507319,False
Cataluna,1966,5.33247650503874,False
Cataluna,1967,5.429448920704581,False
Cataluna,1968,5.6743788535306905,False
Cataluna,1969,5.91552394419117,False
Cataluna,1970,6.06683787193614,False
Cataluna,1971,6.22764920820614,False
Cataluna,1972,6.539060129025639,False
Cataluna,1973,6.837975056094461,False
Cataluna,1974,6.98736082380481,False
Cataluna,1975,7.124893027215441,False
Cataluna,1976,7.13538981886872,False
Cataluna,1977,7.142959067359099,False
Cataluna,1978,7.01935154409008,False
Cataluna,1979,7.01099691034147,False
Cataluna,1980,7.078834670981281,False
Cataluna,1981,7.182233560361099,False
Cataluna,1982,7.28720365609826,False
Cataluna,1983,7.397886318194799,False
Cataluna,1984,7.4842900284628495,False
Cataluna,1985,7.5699798313763,False
