sid,state,year,l_homicide,effyear,post
1,Alabama,2000,2.0273557,2006.0,0.0
1,Alabama,2001,2.164867,2006.0,0.0
1,Alabama,2002,1.9363341,2006.0,0.0
1,Alabama,2003,1.9195671,2006.0,0.0
1,Alabama,2004,1.7498412,2006.0,0.0
1,Alabama,2005,2.1304405,2006.0,0.0
1,Alabama,2006,2.0796523,2006.0,0.0
1,Alabama,2007,2.1456904,2006.0,1.0
1,Alabama,2008,2.0435977,2006.0,1.0
1,Alabama,2009,1.9386841,2006.0,1.0
1,Alabama,2010,1.7479398,2006.0,1.0
2,Alaska,2000,1.4915183,2006.0,0.0
2,Alaska,2001,1.8462465,2006.0,0.0
2,Alaska,2002,1.6651237,2006.0,0.0
2,Alaska,2003,1.8232787,2006.0,0.0
2,Alaska,2004,1.7609477,2006.0,0.0
2,Alaska,2005,1.6067477,2006.0,0.0
2,Alaska,2006,1.6813323,2006.0,0.0
2,Alaska,2007,1.8720165,2006.0,1.0
2,Alaska,2008,1.3770998,2006.0,1.0
2,Alaska,2009,1.1695099,2006.0,1.0
2,Alaska,2010,1.4879156,2006.0,1.0
3,Arizona,2000,1.9671516,2006.0,0.0
3,Arizona,2001,2.0407066,2006.0,0.0
3,Arizona,2002,1.9793757,2006.0,0.0
3,Arizona,2003,2.087027,2006.0,0.0
3,Arizona,2004,1.9944618,2006.0,0.0
3,Arizona,2005,2.0324998,2006.0,0.0
3,Arizona,2006,2.1436143,2006.0,0.0
3,Arizona,2007,2.1887076,2006.0,1.0
3,Arizona,2008,1.9680102,2006.0,1.0
3,Arizona,2009,1.7930975,2006.0,1.0
3,Arizona,2010,1.8633447,2006.0,1.0
4,Arkansas,2000,1.8660628,,0.0
4,Arkansas,2001,1.7321641,,0.0
4,Arkansas,2002,1.6844164,,0.0
4,Arkansas,2003,1.9157888,,0.0
4,Arkansas,2004,1.8836236,,0.0
4,Arkansas,2005,1.9453803,,0.0
4,Arkansas,2006,2.0157783,,0.0
4,Arkansas,2007,1.9691905,,0.0
4,Arkansas,2008,1.756988,,0.0
4,Arkansas,2009,1.8416507,,0.0
4,Arkansas,2010,1.5607613,,0.0
5,California,2000,1.8389783,,0.0
5,California,2001,1.8794022,,0.0
5,California,2002,1.9436159,,0.0
5,California,2003,1.9382337,,0.0
5,California,2004,1.9203752,,0.0
5,California,2005,1.9593788,,0.0
5,California,2006,1.9213043,,0.0
5,California,2007,1.8296967,,0.0
5,California,2008,1.7718333,,0.0
5,California,2009,1.6921659,,0.0
5,California,2010,1.5877932,,0.0
6,Colorado,2000,1.1605736,,0.0
6,Colorado,2001,1.2979765,,0.0
6,Colorado,2002,1.402365,,0.0
6,Colorado,2003,1.4253404,,0.0
6,Colorado,2004,1.4969511,,0.0
6,Colorado,2005,1.332892,,0.0
6,Colorado,2006,1.2802231,,0.0
6,Colorado,2007,1.1790891,,0.0
6,Colorado,2008,1.1694129,,0.0
6,Colorado,2009,1.1887412,,0.0
6,Colorado,2010,0.88141984,,0.0
7,Connecticut,2000,1.0891795,,0.0
7,Connecticut,2001,1.152275,,0.0
7,Connecticut,2002,0.9191684,,0.0
7,Connecticut,2003,1.2006328,,0.0
7,Connecticut,2004,1.0819076,,0.0
7,Connecticut,2005,1.1291449,,0.0
7,Connecticut,2006,1.3632598,,0.0
7,Connecticut,2007,1.173512,,0.0
7,Connecticut,2008,1.3294542,,0.0
7,Connecticut,2009,1.1096674,,0.0
7,Connecticut,2010,1.2947714,,0.0
8,Delaware,2000,1.1920218,,0.0
8,Delaware,2001,1.092224,,0.0
8,Delaware,2002,1.2011294,,0.0
8,Delaware,2003,0.9745077,,0.0
8,Delaware,2004,1.2460096,,0.0
8,Delaware,2005,1.5085084,,0.0
8,Delaware,2006,1.5935224,,0.0
8,Delaware,2007,1.520337,,0.0
8,Delaware,2008,1.8891935,,0.0
8,Delaware,2009,1.5573639,,0.0
8,Delaware,2010,1.6831394,,0.0
10,Florida,2000,1.7562876,2005.0,0.0
10,Florida,2001,1.697463,2005.0,0.0
10,Florida,2002,1.7196488,2005.0,0.0
10,Florida,2003,1.7156318,2005.0,0.0
10,Florida,2004,1.7170218,2005.0,0.0
10,Florida,2005,1.6252755,2005.0,0.0
10,Florida,2006,1.8311493,2005.0,1.0
10,Florida,2007,1.8979564,2005.0,1.0
10,Florida,2008,1.8608692,2005.0,1.0
10,Florida,2009,1.7193747,2005.0,1.0
10,Florida,2010,1.66493,2005.0,1.0
11,Georgia,2000,2.1024218,2006.0,0.0
11,Georgia,2001,1.9929868,2006.0,0.0
11,Georgia,2002,1.9848815,2006.0,0.0
11,Georgia,2003,2.0523295,2006.0,0.0
11,Georgia,2004,1.9661723,2006.0,0.0
11,Georgia,2005,1.8553178,2006.0,0.0
11,Georgia,2006,1.8805436,2006.0,0.0
11,Georgia,2007,2.058431,2006.0,1.0
11,Georgia,2008,1.9221219,2006.0,1.0
11,Georgia,2009,1.7849628,2006.0,1.0
11,Georgia,2010,1.7586826,2006.0,1.0
12,Hawaii,2000,1.0908525,,0.0
12,Hawaii,2001,0.99036205,,0.0
12,Hawaii,2002,0.68605816,,0.0
12,Hawaii,2003,0.58806264,,0.0
12,Hawaii,2004,0.9893438,,0.0
12,Hawaii,2005,0.66184396,,0.0
12,Hawaii,2006,0.49079114,,0.0
12,Hawaii,2007,0.6313202,,0.0
12,Hawaii,2008,0.7084381,,0.0
12,Hawaii,2009,0.5858608,,0.0
12,Hawaii,2010,0.57720435,,0.0
13,Idaho,2000,0.23694378,,0.0
13,Idaho,2001,0.8443639,,0.0
13,Idaho,2002,1.01219,,0.0
13,Idaho,2003,0.66795564,,0.0
13,Idaho,2004,0.82380563,,0.0
13,Idaho,2005,0.91941416,,0.0
13,Idaho,2006,0.780296,,0.0
13,Idaho,2007,1.2087058,,0.0
13,Idaho,2008,0.43164414,,0.0
13,Idaho,2009,0.47496724,,0.0
13,Idaho,2010,0.3014887,,0.0
14,Illinois,2000,2.004585,,0.0
14,Illinois,2001,2.0888155,,0.0
14,Illinois,2002,2.0574965,,0.0
14,Illinois,2003,1.9823071,,0.0
14,Illinois,2004,1.8397771,,0.0
14,Illinois,2005,1.8228601,,0.0
14,Illinois,2006,1.8047692,,0.0
14,Illinois,2007,1.7720312,,0.0
14,Illinois,2008,1.8177385,,0.0
14,Illinois,2009,1.799418,,0.0
14,Illinois,2010,1.7079242,,0.0
15,Indiana,2000,1.7856988,2006.0,0.0
15,Indiana,2001,1.9397343,2006.0,0.0
15,Indiana,2002,1.8004912,2006.0,0.0
15,Indiana,2003,1.7257981,2006.0,0.0
15,Indiana,2004,1.6516238,2006.0,0.0
15,Indiana,2005,1.7651441,2006.0,0.0
15,Indiana,2006,1.7463658,2006.0,0.0
15,Indiana,2007,1.7258945,2006.0,1.0
15,Indiana,2008,1.6257827,2006.0,1.0
15,Indiana,2009,1.59315,2006.0,1.0
15,Indiana,2010,1.5088098,2006.0,1.0
16,Iowa,2000,0.48855552,,0.0
16,Iowa,2001,0.573071,,0.0
16,Iowa,2002,0.44048294,,0.0
16,Iowa,2003,0.5656804,,0.0
16,Iowa,2004,0.43387687,,0.0
16,Iowa,2005,0.33458462,,0.0
16,Iowa,2006,0.6478435,,0.0
16,Iowa,2007,0.29703704,,0.0
16,Iowa,2008,0.9478246,,0.0
16,Iowa,2009,0.24345373,,0.0
16,Iowa,2010,0.2513706,,0.0
17,Kansas,2000,1.8693175,2006.0,0.0
17,Kansas,2001,1.2588438,2006.0,0.0
17,Kansas,2002,1.0855738,2006.0,0.0
17,Kansas,2003,1.5542881,2006.0,0.0
17,Kansas,2004,1.5255737,2006.0,0.0
17,Kansas,2005,1.3332263,2006.0,0.0
17,Kansas,2006,1.5248959,2006.0,0.0
17,Kansas,2007,1.3743197,2006.0,1.0
17,Kansas,2008,1.4028559,2006.0,1.0
17,Kansas,2009,1.5040568,2006.0,1.0
17,Kansas,2010,1.2611367,2006.0,1.0
18,Kentucky,2000,1.5922382,2006.0,0.0
18,Kentucky,2001,1.5220182,2006.0,0.0
18,Kentucky,2002,1.5688833,2006.0,0.0
18,Kentucky,2003,1.5088589,2006.0,0.0
18,Kentucky,2004,1.767199,2006.0,0.0
18,Kentucky,2005,1.5435928,2006.0,0.0
18,Kentucky,2006,1.437035,2006.0,0.0
18,Kentucky,2007,1.6454816,2006.0,1.0
18,Kentucky,2008,1.5622995,2006.0,1.0
18,Kentucky,2009,1.4649612,2006.0,1.0
18,Kentucky,2010,1.4657922,2006.0,1.0
19,Louisiana,2000,2.559089,2006.0,0.0
19,Louisiana,2001,2.4485838,2006.0,0.0
19,Louisiana,2002,2.6129756,2006.0,0.0
19,Louisiana,2003,2.5945523,2006.0,0.0
19,Louisiana,2004,2.5727932,2006.0,0.0
19,Louisiana,2005,2.327391,2006.0,0.0
19,Louisiana,2006,2.5731504,2006.0,0.0
19,Louisiana,2007,2.6759129,2006.0,1.0
19,Louisiana,2008,2.522365,2006.0,1.0
19,Louisiana,2009,2.484178,2006.0,1.0
19,Louisiana,2010,2.4298644,2006.0,1.0
20,Maine,2000,0.19034488,,0.0
20,Maine,2001,0.4173153,,0.0
20,Maine,2002,0.10572013,,0.0
20,Maine,2003,0.23051284,,0.0
20,Maine,2004,0.34192318,,0.0
20,Maine,2005,0.39212835,,0.0
20,Maine,2006,0.5540857,,0.0
20,Maine,2007,0.41947782,,0.0
20,Maine,2008,0.85751295,,0.0
20,Maine,2009,0.68062586,,0.0
20,Maine,2010,0.59087497,,0.0
21,Maryland,2000,2.1197927,,0.0
21,Maryland,2001,2.141205,,0.0
21,Maryland,2002,2.265843,,0.0
21,Maryland,2003,2.279525,,0.0
21,Maryland,2004,2.2627244,,0.0
21,Maryland,2005,2.3132727,,0.0
21,Maryland,2006,2.2744627,,0.0
21,Maryland,2007,2.2921982,,0.0
21,Maryland,2008,2.1719038,,0.0
21,Maryland,2009,2.0547636,,0.0
21,Maryland,2010,2.0148253,,0.0
22,Massachusetts,2000,0.71287966,,0.0
22,Massachusetts,2001,0.8422953,,0.0
22,Massachusetts,2002,1.0244526,,0.0
22,Massachusetts,2003,0.8114847,,0.0
22,Massachusetts,2004,1.0143008,,0.0
22,Massachusetts,2005,1.0574175,,0.0
22,Massachusetts,2006,1.0717643,,0.0
22,Massachusetts,2007,1.0716764,,0.0
22,Massachusetts,2008,0.9482681,,0.0
22,Massachusetts,2009,0.9771864,,0.0
22,Massachusetts,2010,1.1704749,,0.0
23,Michigan,2000,1.9322537,2006.0,0.0
23,Michigan,2001,1.931419,2006.0,0.0
23,Michigan,2002,1.9344658,2006.0,0.0
23,Michigan,2003,1.8291315,2006.0,0.0
23,Michigan,2004,1.8751842,2006.0,0.0
23,Michigan,2005,1.852494,2006.0,0.0
23,Michigan,2006,1.9687202,2006.0,0.0
23,Michigan,2007,1.882246,2006.0,1.0
23,Michigan,2008,1.7074353,2006.0,1.0
23,Michigan,2009,1.8254632,2006.0,1.0
23,Michigan,2010,1.7443621,2006.0,1.0
24,Minnesota,2000,1.1495022,,0.0
24,Minnesota,2001,0.9003746,,0.0
24,Minnesota,2002,0.83029675,,0.0
24,Minnesota,2003,0.948378,,0.0
24,Minnesota,2004,0.8236494,,0.0
24,Minnesota,2005,0.83494157,,0.0
24,Minnesota,2006,0.8992902,,0.0
24,Minnesota,2007,0.8109712,,0.0
24,Minnesota,2008,0.743579,,0.0
24,Minnesota,2009,0.35501978,,0.0
24,Minnesota,2010,0.59791255,,0.0
25,Mississippi,2000,2.2273524,2006.0,0.0
25,Mississippi,2001,2.3231585,2006.0,0.0
25,Mississippi,2002,2.2526314,2006.0,0.0
25,Mississippi,2003,2.2602386,2006.0,0.0
25,Mississippi,2004,2.0909514,2006.0,0.0
25,Mississippi,2005,2.0251813,2006.0,0.0
25,Mississippi,2006,2.0758135,2006.0,0.0
25,Mississippi,2007,1.9487168,2006.0,1.0
25,Mississippi,2008,2.0815668,2006.0,1.0
25,Mississippi,2009,1.8929226,2006.0,1.0
25,Mississippi,2010,1.9501445,2006.0,1.0
26,Missouri,2000,1.85422,2007.0,0.0
26,Missouri,2001,1.9174697,2007.0,0.0
26,Missouri,2002,1.7937015,2007.0,0.0
26,Missouri,2003,1.6527946,2007.0,0.0
26,Missouri,2004,1.8464279,2007.0,0.0
26,Missouri,2005,1.9654183,2007.0,0.0
26,Missouri,2006,1.8457227,2007.0,0.0
26,Missouri,2007,1.8389635,2007.0,0.0
26,Missouri,2008,2.0493162,2007.0,1.0
26,Missouri,2009,1.8801448,2007.0,1.0
26,Missouri,2010,1.9525299,2007.0,1.0
27,Montana,2000,0.82390183,2009.0,0.0
27,Montana,2001,1.3520191,2009.0,0.0
27,Montana,2002,0.5926381,2009.0,0.0
27,Montana,2003,1.2123444,2009.0,0.0
27,Montana,2004,1.2018628,2009.0,0.0
27,Montana,2005,0.6813822,2009.0,0.0
27,Montana,2006,1.2807353,2009.0,0.0
27,Montana,2007,0.88756067,2009.0,0.0
27,Montana,2008,1.2384012,2009.0,0.0
27,Montana,2009,1.2078794,2009.0,0.0
27,Montana,2010,0.9718817,2009.0,1.0
28,Nebraska,2000,1.333464,,0.0
28,Nebraska,2001,0.95036596,,0.0
28,Nebraska,2002,1.0510263,,0.0
28,Nebraska,2003,1.1994231,,0.0
28,Nebraska,2004,0.85771936,,0.0
28,Nebraska,2005,0.9468811,,0.0
28,Nebraska,2006,1.0976707,,0.0
28,Nebraska,2007,1.3782519,,0.0
28,Nebraska,2008,1.3600358,,0.0
28,Nebraska,2009,0.8388082,,0.0
28,Nebraska,2010,1.0913255,,0.0
29,Nevada,2000,1.8819478,,0.0
29,Nevada,2001,2.1616688,,0.0
29,Nevada,2002,2.1352024,,0.0
29,Nevada,2003,2.1887245,,0.0
29,Nevada,2004,2.0114799,,0.0
29,Nevada,2005,2.1576526,,0.0
29,Nevada,2006,2.2034492,,0.0
29,Nevada,2007,2.0482574,,0.0
29,Nevada,2008,1.8687446,,0.0
29,Nevada,2009,1.8128406,,0.0
29,Nevada,2010,1.7738272,,0.0
30,New Hampshire,2000,0.60593003,,0.0
30,New Hampshire,2001,0.32880148,,0.0
30,New Hampshire,2002,-0.031916067,,0.0
30,New Hampshire,2003,0.30622792,,0.0
30,New Hampshire,2004,0.29795423,,0.0
30,New Hampshire,2005,0.40088144,,0.0
30,New Hampshire,2006,-0.011392572,,0.0
30,New Hampshire,2007,-0.08789945,,0.0
30,New Hampshire,2008,0.06469245,,0.0
30,New Hampshire,2009,-0.17884505,,0.0
30,New Hampshire,2010,-0.012426315,,0.0
31,New Jersey,2000,1.2573286,,0.0
31,New Jersey,2001,1.3995246,,0.0
31,New Jersey,2002,1.3957362,,0.0
31,New Jersey,2003,1.570303,,0.0
31,New Jersey,2004,1.5282232,,0.0
31,New Jersey,2005,1.5879173,,0.0
31,New Jersey,2006,1.5880568,,0.0
31,New Jersey,2007,1.4803668,,0.0
31,New Jersey,2008,1.4684432,,0.0
31,New Jersey,2009,1.3049833,,0.0
31,New Jersey,2010,1.4438659,,0.0
32,New Mexico,2000,2.0245388,,0.0
32,New Mexico,2001,1.7087433,,0.0
32,New Mexico,2002,2.1231635,,0.0
32,New Mexico,2003,1.8421764,,0.0
32,New Mexico,2004,2.205213,,0.0
32,New Mexico,2005,2.032134,,0.0
32,New Mexico,2006,1.9544835,,0.0
32,New Mexico,2007,2.2590072,,0.0
32,New Mexico,2008,2.0339706,,0.0
32,New Mexico,2009,2.310261,,0.0
32,New Mexico,2010,1.9413717,,0.0
33,New York,2000,1.643847,,0.0
33,New York,2001,1.6501856,,0.0
33,New York,2002,1.5881294,,0.0
33,New York,2003,1.6137015,,0.0
33,New York,2004,1.5625062,,0.0
33,New York,2005,1.5443664,,0.0
33,New York,2006,1.5657016,,0.0
33,New York,2007,1.4279068,,0.0
33,New York,2008,1.4592829,,0.0
33,New York,2009,1.391486,,0.0
33,New York,2010,1.5009911,,0.0
34,North Carolina,2000,1.9718138,,0.0
34,North Carolina,2001,1.851024,,0.0
34,North Carolina,2002,1.9162961,,0.0
34,North Carolina,2003,1.8263623,,0.0
34,North Carolina,2004,1.8614205,,0.0
34,North Carolina,2005,1.9394815,,0.0
34,North Carolina,2006,1.8078319,,0.0
34,North Carolina,2007,1.8880756,,0.0
34,North Carolina,2008,1.9013771,,0.0
34,North Carolina,2009,1.6874874,,0.0
34,North Carolina,2010,1.6178561,,0.0
35,North Dakota,2000,-0.43594417,2007.0,0.0
35,North Dakota,2001,0.13632226,2007.0,0.0
35,North Dakota,2002,-0.19925244,2007.0,0.0
35,North Dakota,2003,0.39018902,2007.0,0.0
35,North Dakota,2004,0.27165946,2007.0,0.0
35,North Dakota,2005,0.6772,2007.0,0.0
35,North Dakota,2006,0.22962229,2007.0,0.0
35,North Dakota,2007,0.7863455,2007.0,0.0
35,North Dakota,2008,-0.24469057,2007.0,1.0
35,North Dakota,2009,0.6290384,2007.0,1.0
35,North Dakota,2010,0.40694466,2007.0,1.0
36,Ohio,2000,1.3301022,2008.0,0.0
36,Ohio,2001,1.4064639,2008.0,0.0
36,Ohio,2002,1.5537809,2008.0,0.0
36,Ohio,2003,1.5526478,2008.0,0.0
36,Ohio,2004,1.5121714,2008.0,0.0
36,Ohio,2005,1.6655953,2008.0,0.0
36,Ohio,2006,1.5466979,2008.0,0.0
36,Ohio,2007,1.5292437,2008.0,0.0
36,Ohio,2008,1.5690676,2008.0,0.0
36,Ohio,2009,1.5212379,2008.0,1.0
36,Ohio,2010,1.4181559,2008.0,1.0
37,Oklahoma,2000,1.6959662,2006.0,0.0
37,Oklahoma,2001,1.7095091,2006.0,0.0
37,Oklahoma,2002,1.5734329,2006.0,0.0
37,Oklahoma,2003,1.802459,2006.0,0.0
37,Oklahoma,2004,1.6958038,2006.0,0.0
37,Oklahoma,2005,1.6949445,2006.0,0.0
37,Oklahoma,2006,1.7598103,2006.0,0.0
37,Oklahoma,2007,1.830082,2006.0,1.0
37,Oklahoma,2008,1.7713466,2006.0,1.0
37,Oklahoma,2009,1.8690081,2006.0,1.0
37,Oklahoma,2010,1.6577432,2006.0,1.0
38,Oregon,2000,0.73876995,,0.0
38,Oregon,2001,0.90582275,,0.0
38,Oregon,2002,0.737403,,0.0
38,Oregon,2003,0.66921896,,0.0
38,Oregon,2004,0.9405381,,0.0
38,Oregon,2005,0.8096504,,0.0
38,Oregon,2006,0.8662141,,0.0
38,Oregon,2007,0.6959896,,0.0
38,Oregon,2008,0.82217807,,0.0
38,Oregon,2009,0.85903895,,0.0
38,Oregon,2010,0.8718449,,0.0
39,Pennsylvania,2000,1.6255342,,0.0
39,Pennsylvania,2001,1.7032735,,0.0
39,Pennsylvania,2002,1.6572351,,0.0
39,Pennsylvania,2003,1.6913738,,0.0
39,Pennsylvania,2004,1.6929965,,0.0
39,Pennsylvania,2005,1.8422889,,0.0
39,Pennsylvania,2006,1.7951869,,0.0
39,Pennsylvania,2007,1.7795116,,0.0
39,Pennsylvania,2008,1.7392377,,0.0
39,Pennsylvania,2009,1.6686417,,0.0
39,Pennsylvania,2010,1.6464205,,0.0
40,Rhode Island,2000,1.4946193,,0.0
40,Rhode Island,2001,1.3410739,,0.0
40,Rhode Island,2002,1.3806887,,0.0
40,Rhode Island,2003,0.8797698,,0.0
40,Rhode Island,2004,0.91917765,,0.0
40,Rhode Island,2005,1.1916355,,0.0
40,Rhode Island,2006,0.92782927,,0.0
40,Rhode Island,2007,0.58163875,,0.0
40,Rhode Island,2008,1.0785193,,0.0
40,Rhode Island,2009,1.1073557,,0.0
40,Rhode Island,2010,1.0122645,,0.0
41,South Carolina,2000,2.015683,2006.0,0.0
41,South Carolina,2001,2.1283817,2006.0,0.0
41,South Carolina,2002,2.015264,2006.0,0.0
41,South Carolina,2003,2.0227175,2006.0,0.0
41,South Carolina,2004,1.9522637,2006.0,0.0
41,South Carolina,2005,2.0324216,2006.0,0.0
41,South Carolina,2006,2.1282732,2006.0,0.0
41,South Carolina,2007,2.1287858,2006.0,1.0
41,South Carolina,2008,1.9419367,2006.0,1.0
41,South Carolina,2009,1.932296,2006.0,1.0
41,South Carolina,2010,1.809402,2006.0,1.0
42,South Dakota,2000,-0.037056267,2006.0,0.0
42,South Dakota,2001,-0.039176732,2006.0,0.0
42,South Dakota,2002,0.4073355,2006.0,0.0
42,South Dakota,2003,0.30741003,2006.0,0.0
42,South Dakota,2004,0.8297354,2006.0,0.0
42,South Dakota,2005,0.8807721,2006.0,0.0
42,South Dakota,2006,1.3107148,2006.0,0.0
42,South Dakota,2007,1.3693535,2006.0,1.0
42,South Dakota,2008,1.5367942,2006.0,1.0
42,South Dakota,2009,1.3261241,2006.0,1.0
42,South Dakota,2010,1.0466433,2006.0,1.0
43,Tennessee,2000,2.0013363,2007.0,0.0
43,Tennessee,2001,2.0234468,2007.0,0.0
43,Tennessee,2002,2.0069497,2007.0,0.0
43,Tennessee,2003,1.9402487,2007.0,0.0
43,Tennessee,2004,1.8262328,2007.0,0.0
43,Tennessee,2005,2.003841,2007.0,0.0
43,Tennessee,2006,1.9394639,2007.0,0.0
43,Tennessee,2007,1.8973429,2007.0,0.0
43,Tennessee,2008,1.9029453,2007.0,1.0
43,Tennessee,2009,2.0279765,2007.0,1.0
43,Tennessee,2010,1.7340556,2007.0,1.0
44,Texas,2000,1.8085042,2007.0,0.0
44,Texas,2001,1.8586098,2007.0,0.0
44,Texas,2002,1.81434,2007.0,0.0
44,Texas,2003,1.8869598,2007.0,0.0
44,Texas,2004,1.8285499,2007.0,0.0
44,Texas,2005,1.8433821,2007.0,0.0
44,Texas,2006,1.7742605,2007.0,0.0
44,Texas,2007,1.8037177,2007.0,0.0
44,Texas,2008,1.7483649,2007.0,1.0
44,Texas,2009,1.7198638,2007.0,1.0
44,Texas,2010,1.6171008,2007.0,1.0
45,Utah,2000,0.6734864,,0.0
45,Utah,2001,1.1004221,,0.0
45,Utah,2002,0.72520405,,0.0
45,Utah,2003,0.9547046,,0.0
45,Utah,2004,0.6718657,,0.0
45,Utah,2005,0.83596647,,0.0
45,Utah,2006,0.7125405,,0.0
45,Utah,2007,0.82847154,,0.0
45,Utah,2008,0.4066533,,0.0
45,Utah,2009,0.38573185,,0.0
45,Utah,2010,0.6667169,,0.0
46,Vermont,2000,0.42555386,,0.0
46,Vermont,2001,0.16703165,,0.0
46,Vermont,2002,0.7801708,,0.0
46,Vermont,2003,0.91904116,,0.0
46,Vermont,2004,0.9797765,,0.0
46,Vermont,2005,0.28387263,,0.0
46,Vermont,2006,0.80822456,,0.0
46,Vermont,2007,0.7394506,,0.0
46,Vermont,2008,1.0074744,,0.0
46,Vermont,2009,0.2542247,,0.0
46,Vermont,2010,0.11336711,,0.0
47,Virginia,2000,1.7675487,,0.0
47,Virginia,2001,1.6549245,,0.0
47,Virginia,2002,1.7035154,,0.0
47,Virginia,2003,1.7607137,,0.0
47,Virginia,2004,1.6862195,,0.0
47,Virginia,2005,1.8319528,,0.0
47,Virginia,2006,1.6625764,,0.0
47,Virginia,2007,1.6927352,,0.0
47,Virginia,2008,1.5698615,,0.0
47,Virginia,2009,1.5668795,,0.0
47,Virginia,2010,1.537808,,0.0
48,Washington,2000,1.2249846,,0.0
48,Washington,2001,1.1184769,,0.0
48,Washington,2002,1.1322747,,0.0
48,Washington,2003,1.1113269,,0.0
48,Washington,2004,1.1422263,,0.0
48,Washington,2005,1.2045684,,0.0
48,Washington,2006,1.1249774,,0.0
48,Washington,2007,1.0046525,,0.0
48,Washington,2008,1.0955471,,0.0
48,Washington,2009,1.0779191,,0.0
48,Washington,2010,0.8254684,,0.0
49,West Virginia,2000,0.9577941,2008.0,0.0
49,West Virginia,2001,0.8216927,2008.0,0.0
49,West Virginia,2002,1.1762348,2008.0,0.0
49,West Virginia,2003,1.4190463,2008.0,0.0
49,West Virginia,2004,1.3457154,2008.0,0.0
49,West Virginia,2005,1.5321664,2008.0,0.0
49,West Virginia,2006,1.5061387,2008.0,0.0
49,West Virginia,2007,1.2944132,2008.0,0.0
49,West Virginia,2008,1.3085829,2008.0,0.0
49,West Virginia,2009,1.5341301,2008.0,1.0
49,West Virginia,2010,1.210796,2008.0,1.0
50,Wisconsin,2000,1.1771721,,0.0
50,Wisconsin,2001,1.2974609,,0.0
50,Wisconsin,2002,1.0693805,,0.0
50,Wisconsin,2003,1.2361394,,0.0
50,Wisconsin,2004,1.0571437,,0.0
50,Wisconsin,2005,1.3433927,,0.0
50,Wisconsin,2006,1.0883908,,0.0
50,Wisconsin,2007,1.1946696,,0.0
50,Wisconsin,2008,0.9585312,,0.0
50,Wisconsin,2009,0.95835847,,0.0
50,Wisconsin,2010,1.0061625,,0.0
51,Wyoming,2000,0.91691804,,0.0
51,Wyoming,2001,0.6279173,,0.0
51,Wyoming,2002,1.1294159,,0.0
51,Wyoming,2003,1.0552635,,0.0
51,Wyoming,2004,0.80350196,,0.0
51,Wyoming,2005,1.0392133,,0.0
51,Wyoming,2006,0.92594486,,0.0
51,Wyoming,2007,1.4073837,,0.0
51,Wyoming,2008,0.8308147,,0.0
51,Wyoming,2009,0.74167114,,0.0
51,Wyoming,2010,0.36242896,,0.0
