date,t,cause,hospitalization
2003-01-01,1,A10_B99_nopneumo,1649
2003-02-01,2,A10_B99_nopneumo,1618
2003-03-01,3,A10_B99_nopneumo,1832
2003-04-01,4,A10_B99_nopneumo,1781
2003-05-01,5,A10_B99_nopneumo,1757
2003-06-01,6,A10_B99_nopneumo,1730
2003-07-01,7,A10_B99_nopneumo,2207
2003-08-01,8,A10_B99_nopneumo,2151
2003-09-01,9,A10_B99_nopneumo,2343
2003-10-01,10,A10_B99_nopneumo,2191
2003-11-01,11,A10_B99_nopneumo,2079
2003-12-01,12,A10_B99_nopneumo,2186
2004-01-01,13,A10_B99_nopneumo,2226
2004-02-01,14,A10_B99_nopneumo,2283
2004-03-01,15,A10_B99_nopneumo,2610
2004-04-01,16,A10_B99_nopneumo,2221
2004-05-01,17,A10_B99_nopneumo,2287
2004-06-01,18,A10_B99_nopneumo,2232
2004-07-01,19,A10_B99_nopneumo,2142
2004-08-01,20,A10_B99_nopneumo,2164
2004-09-01,21,A10_B99_nopneumo,2185
2004-10-01,22,A10_B99_nopneumo,2037
2004-11-01,23,A10_B99_nopneumo,2131
2004-12-01,24,A10_B99_nopneumo,2053
2005-01-01,25,A10_B99_nopneumo,2301
2005-02-01,26,A10_B99_nopneumo,2084
2005-03-01,27,A10_B99_nopneumo,2442
2005-04-01,28,A10_B99_nopneumo,2336
2005-05-01,29,A10_B99_nopneumo,2338
2005-06-01,30,A10_B99_nopneumo,2228
2005-07-01,31,A10_B99_nopneumo,2215
2005-08-01,32,A10_B99_nopneumo,2217
2005-09-01,33,A10_B99_nopneumo,2168
2005-10-01,34,A10_B99_nopneumo,2098
2005-11-01,35,A10_B99_nopneumo,2032
2005-12-01,36,A10_B99_nopneumo,1967
2006-01-01,37,A10_B99_nopneumo,2209
2006-02-01,38,A10_B99_nopneumo,1921
2006-03-01,39,A10_B99_nopneumo,2169
2006-04-01,40,A10_B99_nopneumo,2109
2006-05-01,41,A10_B99_nopneumo,2155
2006-06-01,42,A10_B99_nopneumo,2069
2006-07-01,43,A10_B99_nopneumo,2075
2006-08-01,44,A10_B99_nopneumo,1989
2006-09-01,45,A10_B99_nopneumo,1936
2006-10-01,46,A10_B99_nopneumo,2148
2006-11-01,47,A10_B99_nopneumo,1944
2006-12-01,48,A10_B99_nopneumo,1950
2007-01-01,49,A10_B99_nopneumo,2013
2007-02-01,50,A10_B99_nopneumo,1953
2007-03-01,51,A10_B99_nopneumo,2208
2007-04-01,52,A10_B99_nopneumo,2121
2007-05-01,53,A10_B99_nopneumo,1979
2007-06-01,54,A10_B99_nopneumo,1975
2007-07-01,55,A10_B99_nopneumo,1952
2007-08-01,56,A10_B99_nopneumo,1913
2007-09-01,57,A10_B99_nopneumo,1765
2007-10-01,58,A10_B99_nopneumo,1994
2007-11-01,59,A10_B99_nopneumo,1986
2007-12-01,60,A10_B99_nopneumo,2413
2008-01-01,61,A10_B99_nopneumo,2907
2008-02-01,62,A10_B99_nopneumo,2819
2008-03-01,63,A10_B99_nopneumo,3173
2008-04-01,64,A10_B99_nopneumo,3568
2008-05-01,65,A10_B99_nopneumo,3273
2008-06-01,66,A10_B99_nopneumo,2892
2008-07-01,67,A10_B99_nopneumo,2746
2008-08-01,68,A10_B99_nopneumo,2698
2008-09-01,69,A10_B99_nopneumo,2588
2008-10-01,70,A10_B99_nopneumo,2799
2008-11-01,71,A10_B99_nopneumo,2530
2008-12-01,72,A10_B99_nopneumo,2574
2009-01-01,73,A10_B99_nopneumo,2588
2009-02-01,74,A10_B99_nopneumo,2508
2009-03-01,75,A10_B99_nopneumo,2989
2009-04-01,76,A10_B99_nopneumo,2797
2009-05-01,77,A10_B99_nopneumo,2834
2009-06-01,78,A10_B99_nopneumo,2655
2009-07-01,79,A10_B99_nopneumo,2631
2009-08-01,80,A10_B99_nopneumo,2618
2009-09-01,81,A10_B99_nopneumo,2490
2009-10-01,82,A10_B99_nopneumo,2560
2009-11-01,83,A10_B99_nopneumo,2595
2009-12-01,84,A10_B99_nopneumo,2572
2012-01-01,85,A10_B99_nopneumo,3110
2012-02-01,86,A10_B99_nopneumo,3035
2012-03-01,87,A10_B99_nopneumo,3418
2012-04-01,88,A10_B99_nopneumo,3302
2012-05-01,89,A10_B99_nopneumo,3301
2012-06-01,90,A10_B99_nopneumo,3202
2012-07-01,91,A10_B99_nopneumo,3191
2012-08-01,92,A10_B99_nopneumo,3026
2012-09-01,93,A10_B99_nopneumo,3105
2012-10-01,94,A10_B99_nopneumo,3275
2012-11-01,95,A10_B99_nopneumo,3158
2012-12-01,96,A10_B99_nopneumo,3271
2013-01-01,97,A10_B99_nopneumo,3440
2013-02-01,98,A10_B99_nopneumo,3282
2013-03-01,99,A10_B99_nopneumo,3538
2013-04-01,100,A10_B99_nopneumo,3603
2013-05-01,101,A10_B99_nopneumo,3583
2013-06-01,102,A10_B99_nopneumo,3477
2013-07-01,103,A10_B99_nopneumo,3447
2013-08-01,104,A10_B99_nopneumo,3370
2013-09-01,105,A10_B99_nopneumo,3309
2013-10-01,106,A10_B99_nopneumo,3446
2013-11-01,107,A10_B99_nopneumo,3336
2013-12-01,108,A10_B99_nopneumo,3446
2003-01-01,1,A39,11
2003-02-01,2,A39,9
2003-03-01,3,A39,14
2003-04-01,4,A39,14
2003-05-01,5,A39,18
2003-06-01,6,A39,13
2003-07-01,7,A39,25
2003-08-01,8,A39,23
2003-09-01,9,A39,25
2003-10-01,10,A39,17
2003-11-01,11,A39,11
2003-12-01,12,A39,15
2004-01-01,13,A39,12
2004-02-01,14,A39,13
2004-03-01,15,A39,29
2004-04-01,16,A39,15
2004-05-01,17,A39,20
2004-06-01,18,A39,26
2004-07-01,19,A39,26
2004-08-01,20,A39,21
2004-09-01,21,A39,23
2004-10-01,22,A39,13
2004-11-01,23,A39,12
2004-12-01,24,A39,14
2005-01-01,25,A39,23
2005-02-01,26,A39,22
2005-03-01,27,A39,22
2005-04-01,28,A39,10
2005-05-01,29,A39,18
2005-06-01,30,A39,14
2005-07-01,31,A39,15
2005-08-01,32,A39,24
2005-09-01,33,A39,20
2005-10-01,34,A39,17
2005-11-01,35,A39,15
2005-12-01,36,A39,15
2006-01-01,37,A39,27
2006-02-01,38,A39,13
2006-03-01,39,A39,9
2006-04-01,40,A39,14
2006-05-01,41,A39,15
2006-06-01,42,A39,23
2006-07-01,43,A39,15
2006-08-01,44,A39,18
2006-09-01,45,A39,27
2006-10-01,46,A39,13
2006-11-01,47,A39,23
2006-12-01,48,A39,14
2007-01-01,49,A39,14
2007-02-01,50,A39,19
2007-03-01,51,A39,8
2007-04-01,52,A39,15
2007-05-01,53,A39,11
2007-06-01,54,A39,22
2007-07-01,55,A39,14
2007-08-01,56,A39,19
2007-09-01,57,A39,14
2007-10-01,58,A39,13
2007-11-01,59,A39,14
2007-12-01,60,A39,20
2008-01-01,61,A39,46
2008-02-01,62,A39,17
2008-03-01,63,A39,28
2008-04-01,64,A39,26
2008-05-01,65,A39,30
2008-06-01,66,A39,23
2008-07-01,67,A39,34
2008-08-01,68,A39,30
2008-09-01,69,A39,31
2008-10-01,70,A39,24
2008-11-01,71,A39,18
2008-12-01,72,A39,35
2009-01-01,73,A39,36
2009-02-01,74,A39,15
2009-03-01,75,A39,37
2009-04-01,76,A39,23
2009-05-01,77,A39,41
2009-06-01,78,A39,40
2009-07-01,79,A39,51
2009-08-01,80,A39,59
2009-09-01,81,A39,41
2009-10-01,82,A39,39
2009-11-01,83,A39,35
2009-12-01,84,A39,30
2012-01-01,85,A39,25
2012-02-01,86,A39,22
2012-03-01,87,A39,31
2012-04-01,88,A39,24
2012-05-01,89,A39,31
2012-06-01,90,A39,41
2012-07-01,91,A39,28
2012-08-01,92,A39,40
2012-09-01,93,A39,30
2012-10-01,94,A39,36
2012-11-01,95,A39,30
2012-12-01,96,A39,32
2013-01-01,97,A39,27
2013-02-01,98,A39,31
2013-03-01,99,A39,27
2013-04-01,100,A39,26
2013-05-01,101,A39,36
2013-06-01,102,A39,34
2013-07-01,103,A39,27
2013-08-01,104,A39,24
2013-09-01,105,A39,26
2013-10-01,106,A39,31
2013-11-01,107,A39,34
2013-12-01,108,A39,38
2003-01-01,1,A41,322
2003-02-01,2,A41,349
2003-03-01,3,A41,459
2003-04-01,4,A41,481
2003-05-01,5,A41,454
2003-06-01,6,A41,421
2003-07-01,7,A41,571
2003-08-01,8,A41,537
2003-09-01,9,A41,571
2003-10-01,10,A41,528
2003-11-01,11,A41,511
2003-12-01,12,A41,541
2004-01-01,13,A41,541
2004-02-01,14,A41,637
2004-03-01,15,A41,738
2004-04-01,16,A41,627
2004-05-01,17,A41,620
2004-06-01,18,A41,652
2004-07-01,19,A41,600
2004-08-01,20,A41,608
2004-09-01,21,A41,571
2004-10-01,22,A41,538
2004-11-01,23,A41,583
2004-12-01,24,A41,521
2005-01-01,25,A41,565
2005-02-01,26,A41,489
2005-03-01,27,A41,594
2005-04-01,28,A41,629
2005-05-01,29,A41,618
2005-06-01,30,A41,665
2005-07-01,31,A41,655
2005-08-01,32,A41,532
2005-09-01,33,A41,471
2005-10-01,34,A41,547
2005-11-01,35,A41,499
2005-12-01,36,A41,499
2006-01-01,37,A41,564
2006-02-01,38,A41,501
2006-03-01,39,A41,532
2006-04-01,40,A41,591
2006-05-01,41,A41,593
2006-06-01,42,A41,564
2006-07-01,43,A41,543
2006-08-01,44,A41,514
2006-09-01,45,A41,463
2006-10-01,46,A41,512
2006-11-01,47,A41,424
2006-12-01,48,A41,517
2007-01-01,49,A41,486
2007-02-01,50,A41,494
2007-03-01,51,A41,566
2007-04-01,52,A41,578
2007-05-01,53,A41,543
2007-06-01,54,A41,474
2007-07-01,55,A41,500
2007-08-01,56,A41,472
2007-09-01,57,A41,443
2007-10-01,58,A41,463
2007-11-01,59,A41,462
2007-12-01,60,A41,650
2008-01-01,61,A41,695
2008-02-01,62,A41,723
2008-03-01,63,A41,815
2008-04-01,64,A41,850
2008-05-01,65,A41,846
2008-06-01,66,A41,836
2008-07-01,67,A41,792
2008-08-01,68,A41,792
2008-09-01,69,A41,810
2008-10-01,70,A41,871
2008-11-01,71,A41,753
2008-12-01,72,A41,777
2009-01-01,73,A41,765
2009-02-01,74,A41,747
2009-03-01,75,A41,868
2009-04-01,76,A41,762
2009-05-01,77,A41,790
2009-06-01,78,A41,742
2009-07-01,79,A41,813
2009-08-01,80,A41,796
2009-09-01,81,A41,788
2009-10-01,82,A41,769
2009-11-01,83,A41,789
2009-12-01,84,A41,857
2012-01-01,85,A41,822
2012-02-01,86,A41,869
2012-03-01,87,A41,926
2012-04-01,88,A41,897
2012-05-01,89,A41,960
2012-06-01,90,A41,894
2012-07-01,91,A41,926
2012-08-01,92,A41,823
2012-09-01,93,A41,838
2012-10-01,94,A41,890
2012-11-01,95,A41,815
2012-12-01,96,A41,877
2013-01-01,97,A41,942
2013-02-01,98,A41,867
2013-03-01,99,A41,1010
2013-04-01,100,A41,1093
2013-05-01,101,A41,1020
2013-06-01,102,A41,966
2013-07-01,103,A41,970
2013-08-01,104,A41,942
2013-09-01,105,A41,877
2013-10-01,106,A41,860
2013-11-01,107,A41,760
2013-12-01,108,A41,924
2003-01-01,1,B20_24,5
2003-02-01,2,B20_24,7
2003-03-01,3,B20_24,7
2003-04-01,4,B20_24,20
2003-05-01,5,B20_24,13
2003-06-01,6,B20_24,16
2003-07-01,7,B20_24,26
2003-08-01,8,B20_24,27
2003-09-01,9,B20_24,19
2003-10-01,10,B20_24,24
2003-11-01,11,B20_24,20
2003-12-01,12,B20_24,26
2004-01-01,13,B20_24,18
2004-02-01,14,B20_24,20
2004-03-01,15,B20_24,21
2004-04-01,16,B20_24,22
2004-05-01,17,B20_24,26
2004-06-01,18,B20_24,20
2004-07-01,19,B20_24,20
2004-08-01,20,B20_24,27
2004-09-01,21,B20_24,27
2004-10-01,22,B20_24,29
2004-11-01,23,B20_24,20
2004-12-01,24,B20_24,25
2005-01-01,25,B20_24,22
2005-02-01,26,B20_24,21
2005-03-01,27,B20_24,34
2005-04-01,28,B20_24,22
2005-05-01,29,B20_24,35
2005-06-01,30,B20_24,20
2005-07-01,31,B20_24,24
2005-08-01,32,B20_24,21
2005-09-01,33,B20_24,36
2005-10-01,34,B20_24,26
2005-11-01,35,B20_24,26
2005-12-01,36,B20_24,16
2006-01-01,37,B20_24,13
2006-02-01,38,B20_24,15
2006-03-01,39,B20_24,17
2006-04-01,40,B20_24,14
2006-05-01,41,B20_24,18
2006-06-01,42,B20_24,17
2006-07-01,43,B20_24,21
2006-08-01,44,B20_24,22
2006-09-01,45,B20_24,13
2006-10-01,46,B20_24,28
2006-11-01,47,B20_24,19
2006-12-01,48,B20_24,16
2007-01-01,49,B20_24,17
2007-02-01,50,B20_24,13
2007-03-01,51,B20_24,21
2007-04-01,52,B20_24,18
2007-05-01,53,B20_24,23
2007-06-01,54,B20_24,19
2007-07-01,55,B20_24,26
2007-08-01,56,B20_24,18
2007-09-01,57,B20_24,14
2007-10-01,58,B20_24,14
2007-11-01,59,B20_24,17
2007-12-01,60,B20_24,14
2008-01-01,61,B20_24,19
2008-02-01,62,B20_24,19
2008-03-01,63,B20_24,19
2008-04-01,64,B20_24,19
2008-05-01,65,B20_24,11
2008-06-01,66,B20_24,16
2008-07-01,67,B20_24,14
2008-08-01,68,B20_24,24
2008-09-01,69,B20_24,19
2008-10-01,70,B20_24,22
2008-11-01,71,B20_24,13
2008-12-01,72,B20_24,9
2009-01-01,73,B20_24,15
2009-02-01,74,B20_24,10
2009-03-01,75,B20_24,15
2009-04-01,76,B20_24,9
2009-05-01,77,B20_24,22
2009-06-01,78,B20_24,14
2009-07-01,79,B20_24,26
2009-08-01,80,B20_24,18
2009-09-01,81,B20_24,22
2009-10-01,82,B20_24,14
2009-11-01,83,B20_24,18
2009-12-01,84,B20_24,10
2012-01-01,85,B20_24,10
2012-02-01,86,B20_24,6
2012-03-01,87,B20_24,11
2012-04-01,88,B20_24,8
2012-05-01,89,B20_24,9
2012-06-01,90,B20_24,17
2012-07-01,91,B20_24,12
2012-08-01,92,B20_24,10
2012-09-01,93,B20_24,15
2012-10-01,94,B20_24,16
2012-11-01,95,B20_24,11
2012-12-01,96,B20_24,10
2013-01-01,97,B20_24,10
2013-02-01,98,B20_24,12
2013-03-01,99,B20_24,9
2013-04-01,100,B20_24,18
2013-05-01,101,B20_24,14
2013-06-01,102,B20_24,13
2013-07-01,103,B20_24,19
2013-08-01,104,B20_24,19
2013-09-01,105,B20_24,17
2013-10-01,106,B20_24,15
2013-11-01,107,B20_24,8
2013-12-01,108,B20_24,9
2003-01-01,1,B34,3
2003-02-01,2,B34,1
2003-03-01,3,B34,2
2003-04-01,4,B34,0
2003-05-01,5,B34,1
2003-06-01,6,B34,1
2003-07-01,7,B34,3
2003-08-01,8,B34,2
2003-09-01,9,B34,1
2003-10-01,10,B34,3
2003-11-01,11,B34,0
2003-12-01,12,B34,4
2004-01-01,13,B34,0
2004-02-01,14,B34,3
2004-03-01,15,B34,1
2004-04-01,16,B34,2
2004-05-01,17,B34,1
2004-06-01,18,B34,0
2004-07-01,19,B34,3
2004-08-01,20,B34,5
2004-09-01,21,B34,3
2004-10-01,22,B34,2
2004-11-01,23,B34,4
2004-12-01,24,B34,1
2005-01-01,25,B34,8
2005-02-01,26,B34,3
2005-03-01,27,B34,5
2005-04-01,28,B34,6
2005-05-01,29,B34,1
2005-06-01,30,B34,4
2005-07-01,31,B34,3
2005-08-01,32,B34,6
2005-09-01,33,B34,4
2005-10-01,34,B34,7
2005-11-01,35,B34,1
2005-12-01,36,B34,7
2006-01-01,37,B34,2
2006-02-01,38,B34,0
2006-03-01,39,B34,2
2006-04-01,40,B34,2
2006-05-01,41,B34,3
2006-06-01,42,B34,1
2006-07-01,43,B34,1
2006-08-01,44,B34,1
2006-09-01,45,B34,1
2006-10-01,46,B34,3
2006-11-01,47,B34,5
2006-12-01,48,B34,8
2007-01-01,49,B34,1
2007-02-01,50,B34,1
2007-03-01,51,B34,3
2007-04-01,52,B34,3
2007-05-01,53,B34,4
2007-06-01,54,B34,2
2007-07-01,55,B34,0
2007-08-01,56,B34,3
2007-09-01,57,B34,0
2007-10-01,58,B34,2
2007-11-01,59,B34,2
2007-12-01,60,B34,1
2008-01-01,61,B34,6
2008-02-01,62,B34,4
2008-03-01,63,B34,10
2008-04-01,64,B34,16
2008-05-01,65,B34,8
2008-06-01,66,B34,4
2008-07-01,67,B34,4
2008-08-01,68,B34,8
2008-09-01,69,B34,8
2008-10-01,70,B34,5
2008-11-01,71,B34,10
2008-12-01,72,B34,10
2009-01-01,73,B34,12
2009-02-01,74,B34,16
2009-03-01,75,B34,24
2009-04-01,76,B34,14
2009-05-01,77,B34,15
2009-06-01,78,B34,15
2009-07-01,79,B34,18
2009-08-01,80,B34,13
2009-09-01,81,B34,20
2009-10-01,82,B34,25
2009-11-01,83,B34,27
2009-12-01,84,B34,23
2012-01-01,85,B34,41
2012-02-01,86,B34,41
2012-03-01,87,B34,37
2012-04-01,88,B34,38
2012-05-01,89,B34,42
2012-06-01,90,B34,35
2012-07-01,91,B34,37
2012-08-01,92,B34,29
2012-09-01,93,B34,50
2012-10-01,94,B34,39
2012-11-01,95,B34,42
2012-12-01,96,B34,44
2013-01-01,97,B34,38
2013-02-01,98,B34,49
2013-03-01,99,B34,44
2013-04-01,100,B34,43
2013-05-01,101,B34,52
2013-06-01,102,B34,49
2013-07-01,103,B34,38
2013-08-01,104,B34,51
2013-09-01,105,B34,43
2013-10-01,106,B34,48
2013-11-01,107,B34,46
2013-12-01,108,B34,56
2003-01-01,1,C00_D48,190
2003-02-01,2,C00_D48,189
2003-03-01,3,C00_D48,188
2003-04-01,4,C00_D48,214
2003-05-01,5,C00_D48,237
2003-06-01,6,C00_D48,256
2003-07-01,7,C00_D48,294
2003-08-01,8,C00_D48,336
2003-09-01,9,C00_D48,396
2003-10-01,10,C00_D48,365
2003-11-01,11,C00_D48,321
2003-12-01,12,C00_D48,316
2004-01-01,13,C00_D48,351
2004-02-01,14,C00_D48,276
2004-03-01,15,C00_D48,421
2004-04-01,16,C00_D48,343
2004-05-01,17,C00_D48,365
2004-06-01,18,C00_D48,312
2004-07-01,19,C00_D48,333
2004-08-01,20,C00_D48,369
2004-09-01,21,C00_D48,338
2004-10-01,22,C00_D48,339
2004-11-01,23,C00_D48,332
2004-12-01,24,C00_D48,319
2005-01-01,25,C00_D48,338
2005-02-01,26,C00_D48,284
2005-03-01,27,C00_D48,365
2005-04-01,28,C00_D48,351
2005-05-01,29,C00_D48,349
2005-06-01,30,C00_D48,357
2005-07-01,31,C00_D48,311
2005-08-01,32,C00_D48,356
2005-09-01,33,C00_D48,340
2005-10-01,34,C00_D48,297
2005-11-01,35,C00_D48,304
2005-12-01,36,C00_D48,265
2006-01-01,37,C00_D48,273
2006-02-01,38,C00_D48,258
2006-03-01,39,C00_D48,310
2006-04-01,40,C00_D48,266
2006-05-01,41,C00_D48,297
2006-06-01,42,C00_D48,251
2006-07-01,43,C00_D48,269
2006-08-01,44,C00_D48,363
2006-09-01,45,C00_D48,283
2006-10-01,46,C00_D48,280
2006-11-01,47,C00_D48,285
2006-12-01,48,C00_D48,258
2007-01-01,49,C00_D48,268
2007-02-01,50,C00_D48,253
2007-03-01,51,C00_D48,306
2007-04-01,52,C00_D48,272
2007-05-01,53,C00_D48,312
2007-06-01,54,C00_D48,254
2007-07-01,55,C00_D48,303
2007-08-01,56,C00_D48,324
2007-09-01,57,C00_D48,273
2007-10-01,58,C00_D48,290
2007-11-01,59,C00_D48,288
2007-12-01,60,C00_D48,255
2008-01-01,61,C00_D48,272
2008-02-01,62,C00_D48,247
2008-03-01,63,C00_D48,255
2008-04-01,64,C00_D48,250
2008-05-01,65,C00_D48,222
2008-06-01,66,C00_D48,252
2008-07-01,67,C00_D48,257
2008-08-01,68,C00_D48,218
2008-09-01,69,C00_D48,221
2008-10-01,70,C00_D48,273
2008-11-01,71,C00_D48,204
2008-12-01,72,C00_D48,201
2009-01-01,73,C00_D48,191
2009-02-01,74,C00_D48,174
2009-03-01,75,C00_D48,221
2009-04-01,76,C00_D48,189
2009-05-01,77,C00_D48,211
2009-06-01,78,C00_D48,201
2009-07-01,79,C00_D48,207
2009-08-01,80,C00_D48,226
2009-09-01,81,C00_D48,251
2009-10-01,82,C00_D48,219
2009-11-01,83,C00_D48,238
2009-12-01,84,C00_D48,201
2012-01-01,85,C00_D48,192
2012-02-01,86,C00_D48,148
2012-03-01,87,C00_D48,207
2012-04-01,88,C00_D48,176
2012-05-01,89,C00_D48,196
2012-06-01,90,C00_D48,200
2012-07-01,91,C00_D48,207
2012-08-01,92,C00_D48,245
2012-09-01,93,C00_D48,203
2012-10-01,94,C00_D48,209
2012-11-01,95,C00_D48,186
2012-12-01,96,C00_D48,152
2013-01-01,97,C00_D48,194
2013-02-01,98,C00_D48,167
2013-03-01,99,C00_D48,191
2013-04-01,100,C00_D48,182
2013-05-01,101,C00_D48,193
2013-06-01,102,C00_D48,196
2013-07-01,103,C00_D48,200
2013-08-01,104,C00_D48,207
2013-09-01,105,C00_D48,234
2013-10-01,106,C00_D48,232
2013-11-01,107,C00_D48,177
2013-12-01,108,C00_D48,205
2003-01-01,1,D50_89,194
2003-02-01,2,D50_89,189
2003-03-01,3,D50_89,198
2003-04-01,4,D50_89,178
2003-05-01,5,D50_89,206
2003-06-01,6,D50_89,180
2003-07-01,7,D50_89,256
2003-08-01,8,D50_89,272
2003-09-01,9,D50_89,288
2003-10-01,10,D50_89,308
2003-11-01,11,D50_89,301
2003-12-01,12,D50_89,300
2004-01-01,13,D50_89,300
2004-02-01,14,D50_89,268
2004-03-01,15,D50_89,287
2004-04-01,16,D50_89,293
2004-05-01,17,D50_89,268
2004-06-01,18,D50_89,244
2004-07-01,19,D50_89,263
2004-08-01,20,D50_89,264
2004-09-01,21,D50_89,262
2004-10-01,22,D50_89,237
2004-11-01,23,D50_89,248
2004-12-01,24,D50_89,276
2005-01-01,25,D50_89,287
2005-02-01,26,D50_89,279
2005-03-01,27,D50_89,289
2005-04-01,28,D50_89,295
2005-05-01,29,D50_89,250
2005-06-01,30,D50_89,245
2005-07-01,31,D50_89,231
2005-08-01,32,D50_89,268
2005-09-01,33,D50_89,265
2005-10-01,34,D50_89,292
2005-11-01,35,D50_89,254
2005-12-01,36,D50_89,233
2006-01-01,37,D50_89,301
2006-02-01,38,D50_89,262
2006-03-01,39,D50_89,280
2006-04-01,40,D50_89,224
2006-05-01,41,D50_89,262
2006-06-01,42,D50_89,227
2006-07-01,43,D50_89,250
2006-08-01,44,D50_89,236
2006-09-01,45,D50_89,248
2006-10-01,46,D50_89,274
2006-11-01,47,D50_89,232
2006-12-01,48,D50_89,212
2007-01-01,49,D50_89,254
2007-02-01,50,D50_89,235
2007-03-01,51,D50_89,291
2007-04-01,52,D50_89,221
2007-05-01,53,D50_89,252
2007-06-01,54,D50_89,200
2007-07-01,55,D50_89,264
2007-08-01,56,D50_89,285
2007-09-01,57,D50_89,232
2007-10-01,58,D50_89,274
2007-11-01,59,D50_89,263
2007-12-01,60,D50_89,256
2008-01-01,61,D50_89,260
2008-02-01,62,D50_89,248
2008-03-01,63,D50_89,290
2008-04-01,64,D50_89,290
2008-05-01,65,D50_89,258
2008-06-01,66,D50_89,215
2008-07-01,67,D50_89,244
