date,t,cause,hospitalization
2008-08-01,68,D50_89,243
2008-09-01,69,D50_89,230
2008-10-01,70,D50_89,254
2008-11-01,71,D50_89,195
2008-12-01,72,D50_89,207
2009-01-01,73,D50_89,218
2009-02-01,74,D50_89,233
2009-03-01,75,D50_89,251
2009-04-01,76,D50_89,250
2009-05-01,77,D50_89,250
2009-06-01,78,D50_89,204
2009-07-01,79,D50_89,215
2009-08-01,80,D50_89,215
2009-09-01,81,D50_89,242
2009-10-01,82,D50_89,249
2009-11-01,83,D50_89,249
2009-12-01,84,D50_89,231
2012-01-01,85,D50_89,258
2012-02-01,86,D50_89,241
2012-03-01,87,D50_89,254
2012-04-01,88,D50_89,255
2012-05-01,89,D50_89,233
2012-06-01,90,D50_89,194
2012-07-01,91,D50_89,202
2012-08-01,92,D50_89,244
2012-09-01,93,D50_89,258
2012-10-01,94,D50_89,258
2012-11-01,95,D50_89,225
2012-12-01,96,D50_89,226
2013-01-01,97,D50_89,233
2013-02-01,98,D50_89,210
2013-03-01,99,D50_89,237
2013-04-01,100,D50_89,197
2013-05-01,101,D50_89,232
2013-06-01,102,D50_89,260
2013-07-01,103,D50_89,239
2013-08-01,104,D50_89,252
2013-09-01,105,D50_89,262
2013-10-01,106,D50_89,259
2013-11-01,107,D50_89,269
2013-12-01,108,D50_89,286
2003-01-01,1,E00_99,1559
2003-02-01,2,E00_99,1522
2003-03-01,3,E00_99,1649
2003-04-01,4,E00_99,1440
2003-05-01,5,E00_99,1443
2003-06-01,6,E00_99,1359
2003-07-01,7,E00_99,1823
2003-08-01,8,E00_99,2013
2003-09-01,9,E00_99,1807
2003-10-01,10,E00_99,1507
2003-11-01,11,E00_99,1332
2003-12-01,12,E00_99,1414
2004-01-01,13,E00_99,1480
2004-02-01,14,E00_99,1728
2004-03-01,15,E00_99,1851
2004-04-01,16,E00_99,1347
2004-05-01,17,E00_99,1153
2004-06-01,18,E00_99,1211
2004-07-01,19,E00_99,1389
2004-08-01,20,E00_99,1823
2004-09-01,21,E00_99,1802
2004-10-01,22,E00_99,1327
2004-11-01,23,E00_99,1250
2004-12-01,24,E00_99,1169
2005-01-01,25,E00_99,1341
2005-02-01,26,E00_99,1302
2005-03-01,27,E00_99,1522
2005-04-01,28,E00_99,1348
2005-05-01,29,E00_99,1405
2005-06-01,30,E00_99,1338
2005-07-01,31,E00_99,1379
2005-08-01,32,E00_99,1754
2005-09-01,33,E00_99,1414
2005-10-01,34,E00_99,1332
2005-11-01,35,E00_99,1105
2005-12-01,36,E00_99,1139
2006-01-01,37,E00_99,1344
2006-02-01,38,E00_99,1146
2006-03-01,39,E00_99,1270
2006-04-01,40,E00_99,1260
2006-05-01,41,E00_99,1233
2006-06-01,42,E00_99,1228
2006-07-01,43,E00_99,1364
2006-08-01,44,E00_99,1483
2006-09-01,45,E00_99,1269
2006-10-01,46,E00_99,1054
2006-11-01,47,E00_99,1016
2006-12-01,48,E00_99,930
2007-01-01,49,E00_99,963
2007-02-01,50,E00_99,899
2007-03-01,51,E00_99,1136
2007-04-01,52,E00_99,987
2007-05-01,53,E00_99,855
2007-06-01,54,E00_99,800
2007-07-01,55,E00_99,765
2007-08-01,56,E00_99,967
2007-09-01,57,E00_99,925
2007-10-01,58,E00_99,1028
2007-11-01,59,E00_99,942
2007-12-01,60,E00_99,969
2008-01-01,61,E00_99,1023
2008-02-01,62,E00_99,946
2008-03-01,63,E00_99,916
2008-04-01,64,E00_99,960
2008-05-01,65,E00_99,791
2008-06-01,66,E00_99,736
2008-07-01,67,E00_99,814
2008-08-01,68,E00_99,865
2008-09-01,69,E00_99,820
2008-10-01,70,E00_99,850
2008-11-01,71,E00_99,734
2008-12-01,72,E00_99,830
2009-01-01,73,E00_99,869
2009-02-01,74,E00_99,863
2009-03-01,75,E00_99,1010
2009-04-01,76,E00_99,841
2009-05-01,77,E00_99,845
2009-06-01,78,E00_99,722
2009-07-01,79,E00_99,731
2009-08-01,80,E00_99,688
2009-09-01,81,E00_99,810
2009-10-01,82,E00_99,847
2009-11-01,83,E00_99,1023
2009-12-01,84,E00_99,969
2012-01-01,85,E00_99,728
2012-02-01,86,E00_99,773
2012-03-01,87,E00_99,842
2012-04-01,88,E00_99,728
2012-05-01,89,E00_99,743
2012-06-01,90,E00_99,714
2012-07-01,91,E00_99,797
2012-08-01,92,E00_99,767
2012-09-01,93,E00_99,721
2012-10-01,94,E00_99,756
2012-11-01,95,E00_99,684
2012-12-01,96,E00_99,662
2013-01-01,97,E00_99,692
2013-02-01,98,E00_99,663
2013-03-01,99,E00_99,679
2013-04-01,100,E00_99,615
2013-05-01,101,E00_99,649
2013-06-01,102,E00_99,603
2013-07-01,103,E00_99,602
2013-08-01,104,E00_99,634
2013-09-01,105,E00_99,664
2013-10-01,106,E00_99,711
2013-11-01,107,E00_99,672
2013-12-01,108,E00_99,609
2003-01-01,1,E10_14,4
2003-02-01,2,E10_14,8
2003-03-01,3,E10_14,6
2003-04-01,4,E10_14,5
2003-05-01,5,E10_14,5
2003-06-01,6,E10_14,4
2003-07-01,7,E10_14,10
2003-08-01,8,E10_14,14
2003-09-01,9,E10_14,17
2003-10-01,10,E10_14,10
2003-11-01,11,E10_14,15
2003-12-01,12,E10_14,15
2004-01-01,13,E10_14,19
2004-02-01,14,E10_14,13
2004-03-01,15,E10_14,15
2004-04-01,16,E10_14,12
2004-05-01,17,E10_14,11
2004-06-01,18,E10_14,10
2004-07-01,19,E10_14,10
2004-08-01,20,E10_14,12
2004-09-01,21,E10_14,10
2004-10-01,22,E10_14,9
2004-11-01,23,E10_14,17
2004-12-01,24,E10_14,7
2005-01-01,25,E10_14,7
2005-02-01,26,E10_14,10
2005-03-01,27,E10_14,16
2005-04-01,28,E10_14,10
2005-05-01,29,E10_14,7
2005-06-01,30,E10_14,12
2005-07-01,31,E10_14,10
2005-08-01,32,E10_14,9
2005-09-01,33,E10_14,8
2005-10-01,34,E10_14,8
2005-11-01,35,E10_14,10
2005-12-01,36,E10_14,6
2006-01-01,37,E10_14,8
2006-02-01,38,E10_14,9
2006-03-01,39,E10_14,8
2006-04-01,40,E10_14,10
2006-05-01,41,E10_14,16
2006-06-01,42,E10_14,14
2006-07-01,43,E10_14,12
2006-08-01,44,E10_14,9
2006-09-01,45,E10_14,17
2006-10-01,46,E10_14,6
2006-11-01,47,E10_14,9
2006-12-01,48,E10_14,3
2007-01-01,49,E10_14,12
2007-02-01,50,E10_14,6
2007-03-01,51,E10_14,13
2007-04-01,52,E10_14,8
2007-05-01,53,E10_14,13
2007-06-01,54,E10_14,11
2007-07-01,55,E10_14,8
2007-08-01,56,E10_14,17
2007-09-01,57,E10_14,6
2007-10-01,58,E10_14,8
2007-11-01,59,E10_14,20
2007-12-01,60,E10_14,36
2008-01-01,61,E10_14,50
2008-02-01,62,E10_14,36
2008-03-01,63,E10_14,39
2008-04-01,64,E10_14,29
2008-05-01,65,E10_14,33
2008-06-01,66,E10_14,33
2008-07-01,67,E10_14,43
2008-08-01,68,E10_14,35
2008-09-01,69,E10_14,33
2008-10-01,70,E10_14,47
2008-11-01,71,E10_14,26
2008-12-01,72,E10_14,28
2009-01-01,73,E10_14,31
2009-02-01,74,E10_14,15
2009-03-01,75,E10_14,31
2009-04-01,76,E10_14,36
2009-05-01,77,E10_14,30
2009-06-01,78,E10_14,29
2009-07-01,79,E10_14,35
2009-08-01,80,E10_14,36
2009-09-01,81,E10_14,36
2009-10-01,82,E10_14,31
2009-11-01,83,E10_14,32
2009-12-01,84,E10_14,34
2012-01-01,85,E10_14,19
2012-02-01,86,E10_14,15
2012-03-01,87,E10_14,30
2012-04-01,88,E10_14,22
2012-05-01,89,E10_14,28
2012-06-01,90,E10_14,18
2012-07-01,91,E10_14,31
2012-08-01,92,E10_14,29
2012-09-01,93,E10_14,35
2012-10-01,94,E10_14,26
2012-11-01,95,E10_14,31
2012-12-01,96,E10_14,19
2013-01-01,97,E10_14,23
2013-02-01,98,E10_14,20
2013-03-01,99,E10_14,14
2013-04-01,100,E10_14,21
2013-05-01,101,E10_14,26
2013-06-01,102,E10_14,23
2013-07-01,103,E10_14,30
2013-08-01,104,E10_14,31
2013-09-01,105,E10_14,26
2013-10-01,106,E10_14,27
2013-11-01,107,E10_14,30
2013-12-01,108,E10_14,23
2003-01-01,1,E40_46,608
2003-02-01,2,E40_46,582
2003-03-01,3,E40_46,634
2003-04-01,4,E40_46,596
2003-05-01,5,E40_46,575
2003-06-01,6,E40_46,499
2003-07-01,7,E40_46,596
2003-08-01,8,E40_46,629
2003-09-01,9,E40_46,548
2003-10-01,10,E40_46,490
2003-11-01,11,E40_46,464
2003-12-01,12,E40_46,466
2004-01-01,13,E40_46,482
2004-02-01,14,E40_46,529
2004-03-01,15,E40_46,653
2004-04-01,16,E40_46,474
2004-05-01,17,E40_46,396
2004-06-01,18,E40_46,394
2004-07-01,19,E40_46,424
2004-08-01,20,E40_46,457
2004-09-01,21,E40_46,411
2004-10-01,22,E40_46,371
2004-11-01,23,E40_46,343
2004-12-01,24,E40_46,334
2005-01-01,25,E40_46,412
2005-02-01,26,E40_46,408
2005-03-01,27,E40_46,501
2005-04-01,28,E40_46,451
2005-05-01,29,E40_46,418
2005-06-01,30,E40_46,363
2005-07-01,31,E40_46,412
2005-08-01,32,E40_46,395
2005-09-01,33,E40_46,335
2005-10-01,34,E40_46,338
2005-11-01,35,E40_46,323
2005-12-01,36,E40_46,316
2006-01-01,37,E40_46,385
2006-02-01,38,E40_46,331
2006-03-01,39,E40_46,355
2006-04-01,40,E40_46,351
2006-05-01,41,E40_46,300
2006-06-01,42,E40_46,281
2006-07-01,43,E40_46,316
2006-08-01,44,E40_46,304
2006-09-01,45,E40_46,281
2006-10-01,46,E40_46,275
2006-11-01,47,E40_46,255
2006-12-01,48,E40_46,240
2007-01-01,49,E40_46,242
2007-02-01,50,E40_46,239
2007-03-01,51,E40_46,280
2007-04-01,52,E40_46,284
2007-05-01,53,E40_46,249
2007-06-01,54,E40_46,255
2007-07-01,55,E40_46,233
2007-08-01,56,E40_46,294
2007-09-01,57,E40_46,253
2007-10-01,58,E40_46,273
2007-11-01,59,E40_46,231
2007-12-01,60,E40_46,219
2008-01-01,61,E40_46,278
2008-02-01,62,E40_46,295
2008-03-01,63,E40_46,273
2008-04-01,64,E40_46,255
2008-05-01,65,E40_46,240
2008-06-01,66,E40_46,244
2008-07-01,67,E40_46,272
2008-08-01,68,E40_46,254
2008-09-01,69,E40_46,235
2008-10-01,70,E40_46,219
2008-11-01,71,E40_46,216
2008-12-01,72,E40_46,215
2009-01-01,73,E40_46,255
2009-02-01,74,E40_46,221
2009-03-01,75,E40_46,264
2009-04-01,76,E40_46,231
2009-05-01,77,E40_46,268
2009-06-01,78,E40_46,229
2009-07-01,79,E40_46,234
2009-08-01,80,E40_46,190
2009-09-01,81,E40_46,205
2009-10-01,82,E40_46,229
2009-11-01,83,E40_46,268
2009-12-01,84,E40_46,205
2012-01-01,85,E40_46,207
2012-02-01,86,E40_46,186
2012-03-01,87,E40_46,210
2012-04-01,88,E40_46,180
2012-05-01,89,E40_46,179
2012-06-01,90,E40_46,199
2012-07-01,91,E40_46,209
2012-08-01,92,E40_46,195
2012-09-01,93,E40_46,191
2012-10-01,94,E40_46,181
2012-11-01,95,E40_46,149
2012-12-01,96,E40_46,133
2013-01-01,97,E40_46,178
2013-02-01,98,E40_46,207
2013-03-01,99,E40_46,217
2013-04-01,100,E40_46,192
2013-05-01,101,E40_46,190
2013-06-01,102,E40_46,178
2013-07-01,103,E40_46,200
2013-08-01,104,E40_46,202
2013-09-01,105,E40_46,215
2013-10-01,106,E40_46,202
2013-11-01,107,E40_46,190
2013-12-01,108,E40_46,150
2003-01-01,1,G00_99_SY,410
2003-02-01,2,G00_99_SY,368
2003-03-01,3,G00_99_SY,373
2003-04-01,4,G00_99_SY,393
2003-05-01,5,G00_99_SY,417
2003-06-01,6,G00_99_SY,422
2003-07-01,7,G00_99_SY,576
2003-08-01,8,G00_99_SY,624
2003-09-01,9,G00_99_SY,681
2003-10-01,10,G00_99_SY,682
2003-11-01,11,G00_99_SY,612
2003-12-01,12,G00_99_SY,605
2004-01-01,13,G00_99_SY,606
2004-02-01,14,G00_99_SY,623
2004-03-01,15,G00_99_SY,720
2004-04-01,16,G00_99_SY,637
2004-05-01,17,G00_99_SY,651
2004-06-01,18,G00_99_SY,620
2004-07-01,19,G00_99_SY,628
2004-08-01,20,G00_99_SY,713
2004-09-01,21,G00_99_SY,688
2004-10-01,22,G00_99_SY,656
2004-11-01,23,G00_99_SY,682
2004-12-01,24,G00_99_SY,621
2005-01-01,25,G00_99_SY,725
2005-02-01,26,G00_99_SY,653
2005-03-01,27,G00_99_SY,735
2005-04-01,28,G00_99_SY,647
2005-05-01,29,G00_99_SY,645
2005-06-01,30,G00_99_SY,720
2005-07-01,31,G00_99_SY,682
2005-08-01,32,G00_99_SY,694
2005-09-01,33,G00_99_SY,681
2005-10-01,34,G00_99_SY,687
2005-11-01,35,G00_99_SY,644
2005-12-01,36,G00_99_SY,600
2006-01-01,37,G00_99_SY,662
2006-02-01,38,G00_99_SY,574
2006-03-01,39,G00_99_SY,697
2006-04-01,40,G00_99_SY,599
2006-05-01,41,G00_99_SY,635
2006-06-01,42,G00_99_SY,567
2006-07-01,43,G00_99_SY,639
2006-08-01,44,G00_99_SY,644
2006-09-01,45,G00_99_SY,631
2006-10-01,46,G00_99_SY,702
2006-11-01,47,G00_99_SY,651
2006-12-01,48,G00_99_SY,624
2007-01-01,49,G00_99_SY,685
2007-02-01,50,G00_99_SY,572
2007-03-01,51,G00_99_SY,714
2007-04-01,52,G00_99_SY,639
2007-05-01,53,G00_99_SY,656
2007-06-01,54,G00_99_SY,581
2007-07-01,55,G00_99_SY,631
2007-08-01,56,G00_99_SY,671
2007-09-01,57,G00_99_SY,648
2007-10-01,58,G00_99_SY,634
2007-11-01,59,G00_99_SY,591
2007-12-01,60,G00_99_SY,547
2008-01-01,61,G00_99_SY,644
2008-02-01,62,G00_99_SY,567
2008-03-01,63,G00_99_SY,660
2008-04-01,64,G00_99_SY,639
2008-05-01,65,G00_99_SY,585
2008-06-01,66,G00_99_SY,594
2008-07-01,67,G00_99_SY,614
2008-08-01,68,G00_99_SY,590
2008-09-01,69,G00_99_SY,612
2008-10-01,70,G00_99_SY,624
2008-11-01,71,G00_99_SY,603
2008-12-01,72,G00_99_SY,593
2009-01-01,73,G00_99_SY,606
2009-02-01,74,G00_99_SY,546
2009-03-01,75,G00_99_SY,630
2009-04-01,76,G00_99_SY,653
2009-05-01,77,G00_99_SY,660
2009-06-01,78,G00_99_SY,625
2009-07-01,79,G00_99_SY,644
2009-08-01,80,G00_99_SY,607
2009-09-01,81,G00_99_SY,611
2009-10-01,82,G00_99_SY,613
2009-11-01,83,G00_99_SY,682
2009-12-01,84,G00_99_SY,605
2012-01-01,85,G00_99_SY,620
2012-02-01,86,G00_99_SY,595
2012-03-01,87,G00_99_SY,655
2012-04-01,88,G00_99_SY,588
2012-05-01,89,G00_99_SY,604
2012-06-01,90,G00_99_SY,605
2012-07-01,91,G00_99_SY,625
2012-08-01,92,G00_99_SY,647
2012-09-01,93,G00_99_SY,600
2012-10-01,94,G00_99_SY,655
2012-11-01,95,G00_99_SY,618
2012-12-01,96,G00_99_SY,580
2013-01-01,97,G00_99_SY,618
2013-02-01,98,G00_99_SY,587
2013-03-01,99,G00_99_SY,617
2013-04-01,100,G00_99_SY,614
2013-05-01,101,G00_99_SY,563
2013-06-01,102,G00_99_SY,584
2013-07-01,103,G00_99_SY,653
2013-08-01,104,G00_99_SY,613
2013-09-01,105,G00_99_SY,687
2013-10-01,106,G00_99_SY,733
2013-11-01,107,G00_99_SY,610
2013-12-01,108,G00_99_SY,592
2003-01-01,1,H00_99_SY,65
2003-02-01,2,H00_99_SY,74
2003-03-01,3,H00_99_SY,89
2003-04-01,4,H00_99_SY,84
2003-05-01,5,H00_99_SY,81
2003-06-01,6,H00_99_SY,98
2003-07-01,7,H00_99_SY,139
2003-08-01,8,H00_99_SY,157
2003-09-01,9,H00_99_SY,124
2003-10-01,10,H00_99_SY,144
2003-11-01,11,H00_99_SY,134
2003-12-01,12,H00_99_SY,119
2004-01-01,13,H00_99_SY,130
2004-02-01,14,H00_99_SY,112
2004-03-01,15,H00_99_SY,165
2004-04-01,16,H00_99_SY,155
2004-05-01,17,H00_99_SY,146
2004-06-01,18,H00_99_SY,122
2004-07-01,19,H00_99_SY,126
2004-08-01,20,H00_99_SY,122
2004-09-01,21,H00_99_SY,119
2004-10-01,22,H00_99_SY,122
2004-11-01,23,H00_99_SY,129
2004-12-01,24,H00_99_SY,92
2005-01-01,25,H00_99_SY,110
2005-02-01,26,H00_99_SY,99
2005-03-01,27,H00_99_SY,130
2005-04-01,28,H00_99_SY,117
2005-05-01,29,H00_99_SY,136
2005-06-01,30,H00_99_SY,123
2005-07-01,31,H00_99_SY,130
2005-08-01,32,H00_99_SY,155
2005-09-01,33,H00_99_SY,121
2005-10-01,34,H00_99_SY,131
2005-11-01,35,H00_99_SY,139
2005-12-01,36,H00_99_SY,88
2006-01-01,37,H00_99_SY,99
2006-02-01,38,H00_99_SY,84
2006-03-01,39,H00_99_SY,138
2006-04-01,40,H00_99_SY,101
2006-05-01,41,H00_99_SY,128
2006-06-01,42,H00_99_SY,113
2006-07-01,43,H00_99_SY,150
2006-08-01,44,H00_99_SY,156
2006-09-01,45,H00_99_SY,156
2006-10-01,46,H00_99_SY,165
2006-11-01,47,H00_99_SY,164
2006-12-01,48,H00_99_SY,184
2007-01-01,49,H00_99_SY,155
2007-02-01,50,H00_99_SY,110
2007-03-01,51,H00_99_SY,127
2007-04-01,52,H00_99_SY,107
2007-05-01,53,H00_99_SY,142
2007-06-01,54,H00_99_SY,109
2007-07-01,55,H00_99_SY,116
2007-08-01,56,H00_99_SY,136
2007-09-01,57,H00_99_SY,104
2007-10-01,58,H00_99_SY,110
2007-11-01,59,H00_99_SY,117
2007-12-01,60,H00_99_SY,83
2008-01-01,61,H00_99_SY,76
2008-02-01,62,H00_99_SY,74
2008-03-01,63,H00_99_SY,62
2008-04-01,64,H00_99_SY,71
2008-05-01,65,H00_99_SY,81
2008-06-01,66,H00_99_SY,88
2008-07-01,67,H00_99_SY,91
2008-08-01,68,H00_99_SY,100
2008-09-01,69,H00_99_SY,94
2008-10-01,70,H00_99_SY,95
2008-11-01,71,H00_99_SY,121
2008-12-01,72,H00_99_SY,67
2009-01-01,73,H00_99_SY,77
2009-02-01,74,H00_99_SY,69
2009-03-01,75,H00_99_SY,118
2009-04-01,76,H00_99_SY,93
2009-05-01,77,H00_99_SY,113
2009-06-01,78,H00_99_SY,120
2009-07-01,79,H00_99_SY,111
2009-08-01,80,H00_99_SY,100
2009-09-01,81,H00_99_SY,113
2009-10-01,82,H00_99_SY,82
2009-11-01,83,H00_99_SY,102
2009-12-01,84,H00_99_SY,91
2012-01-01,85,H00_99_SY,85
2012-02-01,86,H00_99_SY,79
2012-03-01,87,H00_99_SY,90
2012-04-01,88,H00_99_SY,96
2012-05-01,89,H00_99_SY,118
2012-06-01,90,H00_99_SY,96
2012-07-01,91,H00_99_SY,102
2012-08-01,92,H00_99_SY,97
2012-09-01,93,H00_99_SY,87
2012-10-01,94,H00_99_SY,109
2012-11-01,95,H00_99_SY,92
2012-12-01,96,H00_99_SY,75
2013-01-01,97,H00_99_SY,76
2013-02-01,98,H00_99_SY,73
2013-03-01,99,H00_99_SY,73
2013-04-01,100,H00_99_SY,90
2013-05-01,101,H00_99_SY,91
2013-06-01,102,H00_99_SY,100
2013-07-01,103,H00_99_SY,90
2013-08-01,104,H00_99_SY,89
2013-09-01,105,H00_99_SY,107
2013-10-01,106,H00_99_SY,94
2013-11-01,107,H00_99_SY,94
2013-12-01,108,H00_99_SY,96
2003-01-01,1,I00_99,92
2003-02-01,2,I00_99,78
2003-03-01,3,I00_99,124
2003-04-01,4,I00_99,103
2003-05-01,5,I00_99,118
2003-06-01,6,I00_99,143
2003-07-01,7,I00_99,182
2003-08-01,8,I00_99,215
2003-09-01,9,I00_99,202
2003-10-01,10,I00_99,223
2003-11-01,11,I00_99,204
2003-12-01,12,I00_99,200
2004-01-01,13,I00_99,179
2004-02-01,14,I00_99,169
2004-03-01,15,I00_99,202
2004-04-01,16,I00_99,182
2004-05-01,17,I00_99,209
2004-06-01,18,I00_99,185
2004-07-01,19,I00_99,163
2004-08-01,20,I00_99,196
2004-09-01,21,I00_99,210
2004-10-01,22,I00_99,186
2004-11-01,23,I00_99,177
2004-12-01,24,I00_99,153
2005-01-01,25,I00_99,175
2005-02-01,26,I00_99,148
2005-03-01,27,I00_99,197
2005-04-01,28,I00_99,176
2005-05-01,29,I00_99,179
2005-06-01,30,I00_99,184
2005-07-01,31,I00_99,176
2005-08-01,32,I00_99,208
2005-09-01,33,I00_99,181
2005-10-01,34,I00_99,197
2005-11-01,35,I00_99,175
2005-12-01,36,I00_99,169
2006-01-01,37,I00_99,165
2006-02-01,38,I00_99,172
2006-03-01,39,I00_99,211
2006-04-01,40,I00_99,149
2006-05-01,41,I00_99,184
2006-06-01,42,I00_99,159
2006-07-01,43,I00_99,163
2006-08-01,44,I00_99,172
2006-09-01,45,I00_99,154
2006-10-01,46,I00_99,197
2006-11-01,47,I00_99,193
2006-12-01,48,I00_99,152
2007-01-01,49,I00_99,178
2007-02-01,50,I00_99,156
2007-03-01,51,I00_99,212
2007-04-01,52,I00_99,196
2007-05-01,53,I00_99,207
2007-06-01,54,I00_99,187
2007-07-01,55,I00_99,182
2007-08-01,56,I00_99,184
2007-09-01,57,I00_99,191
2007-10-01,58,I00_99,203
2007-11-01,59,I00_99,201
2007-12-01,60,I00_99,286
2008-01-01,61,I00_99,394
2008-02-01,62,I00_99,400
2008-03-01,63,I00_99,369
2008-04-01,64,I00_99,380
2008-05-01,65,I00_99,325
2008-06-01,66,I00_99,327
2008-07-01,67,I00_99,353
2008-08-01,68,I00_99,331
2008-09-01,69,I00_99,326
2008-10-01,70,I00_99,338
2008-11-01,71,I00_99,293
2008-12-01,72,I00_99,285
2009-01-01,73,I00_99,306
2009-02-01,74,I00_99,281
2009-03-01,75,I00_99,332
2009-04-01,76,I00_99,332
2009-05-01,77,I00_99,343
2009-06-01,78,I00_99,328
2009-07-01,79,I00_99,357
2009-08-01,80,I00_99,339
2009-09-01,81,I00_99,372
2009-10-01,82,I00_99,356
2009-11-01,83,I00_99,360
2009-12-01,84,I00_99,302
2012-01-01,85,I00_99,265
2012-02-01,86,I00_99,281
2012-03-01,87,I00_99,322
2012-04-01,88,I00_99,288
2012-05-01,89,I00_99,293
2012-06-01,90,I00_99,330
2012-07-01,91,I00_99,321
2012-08-01,92,I00_99,372
2012-09-01,93,I00_99,325
2012-10-01,94,I00_99,368
2012-11-01,95,I00_99,284
2012-12-01,96,I00_99,262
2013-01-01,97,I00_99,294
2013-02-01,98,I00_99,252
2013-03-01,99,I00_99,314
2013-04-01,100,I00_99,312
2013-05-01,101,I00_99,341
2013-06-01,102,I00_99,361
2013-07-01,103,I00_99,376
2013-08-01,104,I00_99,359
2013-09-01,105,I00_99,345
2013-10-01,106,I00_99,351
2013-11-01,107,I00_99,317
2013-12-01,108,I00_99,283
2003-01-01,1,I60_64,11
2003-02-01,2,I60_64,9
