state,City,Store Name,store_id,Address,Phone,url
Rhode Island,Cranston,Garden City Center,10254,151 Sockanosset Cross Rd,(401) 942-7600,https://www.wholefoodsmarket.com/stores/gardencitycenter
California,Santa Barbara,Santa Barbara,10255,3761 State St,(805) 837-6959,https://www.wholefoodsmarket.com/stores/santabarbara
Virginia,Glen Allen,Short Pump,10257,11173 W Broad St,(804) 364-4050,https://www.wholefoodsmarket.com/stores/shortpump
Texas,Sugar Land,Sugar Land,10258,15900 Southwest Fwy,(281) 491-5577,https://www.wholefoodsmarket.com/stores/sugarland
California,San Jose,San Jose,10259,on The Alameda - 777 The Alameda,(408) 207-1126,https://www.wholefoodsmarket.com/stores/sanjose
Washington,Redmond,Redmond,10260,17991 NE Redmond Way,(425) 881-2600,https://www.wholefoodsmarket.com/stores/redmond
New Jersey,West Orange,West Orange,10265,235 Prospect Ave,(973) 669-3196,https://www.wholefoodsmarket.com/stores/westorange
Oregon,Tigard,Bridgeport,10266,7380 SW Bridgeport Rd,(503) 639-6500,https://www.wholefoodsmarket.com/stores/bridgeport
California,Cupertino,Cupertino,10267,20955 Stevens Creek Blvd,(408) 257-7000,https://www.wholefoodsmarket.com/stores/cupertino
Ontario,Mississauga,Square One Mississauga,10268,155 Square One Dr,(905) 275-9393,https://www.wholefoodsmarket.com/stores/squareonemississauga
Arizona,Chandler,Chandler,10272,2955 W Ray Rd,(480) 821-9447,https://www.wholefoodsmarket.com/stores/chandler
Colorado,Centennial,SouthGlenn,10273,6853 S York ,(303) 996-3660,https://www.wholefoodsmarket.com/stores/southglenn
Washington,Seattle,Interbay,10275,2001 15th Ave W,(206) 352-5440,https://www.wholefoodsmarket.com/stores/interbay
Illinois,Schaumburg,Schaumburg,10276,750 N Martingale Rd,(847) 585-5800,https://www.wholefoodsmarket.com/stores/schaumburg
New Jersey,Paramus,Paramus,10279,300 Bergen Town Center,(201) 226-1244,https://www.wholefoodsmarket.com/stores/paramus
Utah,Salt Lake City,Trolley Square,10280,544 S 700 E,(801) 924-9060,https://www.wholefoodsmarket.com/stores/trolleysquare
California,Sonoma,Sonoma,10281,201 W Napa St,(707) 938-8500,https://www.wholefoodsmarket.com/stores/sonoma
Texas,Dallas,Lakewood,10283,2118 Abrams Rd,(214) 824-1744,https://www.wholefoodsmarket.com/stores/lakewood
Idaho,Boise,Boise,10284,401 S Broadway Ave,(208) 287-4600,https://www.wholefoodsmarket.com/stores/boise
Florida,Miami Beach,South Beach,10285,1020 Alton Rd,(305) 938-2800,https://www.wholefoodsmarket.com/stores/southbeach
Nevada,Las Vegas,Las Vegas Blvd,10286,6689 Las Vegas Blvd,(702) 589-7711,https://www.wholefoodsmarket.com/stores/lasvegasblvd
Ohio,Cincinnati,Cincinnati,10287,2693 Edmondson Rd,(513) 531-8015,https://www.wholefoodsmarket.com/stores/cincinnati
California,Napa,Napa,10288,3682 Bel Aire Plaza,(707) 224-6300,https://www.wholefoodsmarket.com/stores/napa
Ontario,North York,Yonge and Sheppard,10289,4771 Yonge Str,(416) 730-1100,https://www.wholefoodsmarket.com/stores/yongeandsheppard
Maine,Portland,Portland,10291,Maine - 2 Somerset St,(207) 774-7711,https://www.wholefoodsmarket.com/stores/portland
Illinois,Kildeer,Kildeer,10292,20281 Rand Rd,(847) 726-4601,https://www.wholefoodsmarket.com/stores/kildeer
Nevada,Reno,Reno,10293,6139 S Virginia St,(775) 852-8023,https://www.wholefoodsmarket.com/stores/reno
Oregon,Eugene,Eugene,10294,353 E Broadway,(541) 434-8820,https://www.wholefoodsmarket.com/stores/eugene
Colorado,Basalt,Roaring Fork,10298,340 Reed St,(970) 927-1500,https://www.wholefoodsmarket.com/stores/roaringfork
Connecticut,Darien,Darien,10300,150 Ledge Rd,(203) 662-0577,https://www.wholefoodsmarket.com/stores/darien
Missouri,Town and Country,Town and Country,10303,1160 Town and Country Crossing Dr,(636) 527-1160,https://www.wholefoodsmarket.com/stores/townandcountry
Oklahoma,Tulsa,Brookside,10304,1401 E 41st St,(918) 712-7555,https://www.wholefoodsmarket.com/stores/brookside
Ontario,Ottawa,Lansdowne Park,10310,951 Bank St,(613) 565-7150,https://www.wholefoodsmarket.com/stores/lansdownepark
British Columbia,Victoria,Victoria,10311,3587 Blanshard St,(250) 382-9800,https://www.wholefoodsmarket.com/stores/victoria
New Jersey,Vauxhall,Millburn,10312,Union - 2245 Springfield Ave,(908) 688-1455,https://www.wholefoodsmarket.com/stores/millburn
Michigan,Ann Arbor,Cranbrook,10315,990 W Eisenhower Pkwy,(734) 997-7500,https://www.wholefoodsmarket.com/stores/cranbrook
Texas,Austin,Domain,10316,11920 Domain Dr,(512) 831-3981,https://www.wholefoodsmarket.com/stores/domain
Connecticut,Fairfield,Fairfield,10317,350 Grasmere Ave,(203) 319-9544,https://www.wholefoodsmarket.com/stores/fairfield
California,Oxnard,Oxnard,10318,650 Town Center Dr,(805) 751-4300,https://www.wholefoodsmarket.com/stores/oxnard
Massachusetts,Dedham,Dedham,10319,300 Legacy Pl,(781) 329-7100,https://www.wholefoodsmarket.com/stores/dedham
California,San Jose,Blossom Hill,10320,1146 Blossom Hill Rd,(408) 266-3700,https://www.wholefoodsmarket.com/stores/blossomhill
Tennessee,Franklin,McEwen,10321,1566 W McEwen Dr,(615) 550-5660,https://www.wholefoodsmarket.com/stores/mcewen
Oregon,Hillsboro,Tanasbourne,10327,9940 NE Cornell Rd,(503) 645-9200,https://www.wholefoodsmarket.com/stores/tanasbourne
New York,New York,Upper West Side,10328,808 Columbus Ave,(212) 222-6160,https://www.wholefoodsmarket.com/stores/upperwestside
California,Santa Cruz,Santa Cruz,10329,911 Soquel Ave,(831) 426-9901,https://www.wholefoodsmarket.com/stores/santacruz
Michigan,Rochester Hills,Rochester Hills,10330,2918 Walton Blvd,(248) 371-1400,https://www.wholefoodsmarket.com/stores/rochesterhills
Colorado,Glendale,Colorado Blvd,10331,870 S Colorado Blvd,(303) 691-0101,https://www.wholefoodsmarket.com/stores/coloradoblvd
Texas,Fort Worth,Fort Worth,10332,3720 Vision Dr,(682) 316-8040,https://www.wholefoodsmarket.com/stores/fortworth
California,Venice,Venice,10333,225 Lincoln Blvd,(310) 566-9480,https://www.wholefoodsmarket.com/stores/venice
Connecticut,Glastonbury,Glastonbury,10336,55 Welles St,(860) 652-9800,https://www.wholefoodsmarket.com/stores/glastonbury
California,Mill Valley,Blithedale,10337,731 E Blithedale Ave,(415) 381-3900,https://www.wholefoodsmarket.com/stores/blithedale
North Carolina,Raleigh,North Raleigh,10338,8710 Six Forks Rd,(919) 354-0350,https://www.wholefoodsmarket.com/stores/northraleigh
Florida,Tampa,Carrollwood,10339,3802 Northdale Blvd,(813) 264-3600,https://www.wholefoodsmarket.com/stores/carrollwood
Ohio,Mason,Mason,10340,5805 Deerfield Blvd,(513) 398-9358,https://www.wholefoodsmarket.com/stores/mason
Georgia,Marietta,Merchants Walk,10342,1311 Johnson Ferry Rd NE,(678) 996-9700,https://www.wholefoodsmarket.com/stores/merchantswalk
New York,Yonkers,Yonkers,10343,1 Ridge Hill Blvd,(914) 378-8090,https://www.wholefoodsmarket.com/stores/yonkers
Minnesota,Minneapolis,Hennepin,10345,222 Hennepin Ave,(612) 313-7100,https://www.wholefoodsmarket.com/stores/hennepin
Texas,Houston,Montrose,10346,701 Waugh Dr,(713) 284-1260,https://www.wholefoodsmarket.com/stores/montrose
Arizona,Tempe,Tempe,10347,750 S Ash Ave,(480) 456-1400,https://www.wholefoodsmarket.com/stores/tempe
British Columbia,Vancouver,Kitsilano,10348,2285 West 4th Ave,(604) 739-6676,https://www.wholefoodsmarket.com/stores/kitsilano
California,Lafayette,Lafayette,10349,3502 Mt Diablo Blvd,(925) 284-5305,https://www.wholefoodsmarket.com/stores/lafayette
Colorado,Golden,Colfax,10350,14357 W Colfax Ave,(303) 277-1339,https://www.wholefoodsmarket.com/stores/colfax
North Carolina,Asheville,Asheville,10351,70 Merrimon Ave,(828) 254-5440,https://www.wholefoodsmarket.com/stores/asheville
Florida,Pompano Beach,Pompano Beach,10352,2411 N Federal Hwy,(954) 786-3500,https://www.wholefoodsmarket.com/stores/pompanobeach
Pennsylvania,Glen Mills,Glen Mills,10353,475 Wilmington West Chester Pike,(610) 358-1133,https://www.wholefoodsmarket.com/stores/glenmills
Connecticut,Westport,Westport,10355,399 Post Rd W,(203) 227-6858,https://www.wholefoodsmarket.com/stores/westport
Texas,Fairview,Fairview,10358,105 Stacy Rd,(972) 549-4090,https://www.wholefoodsmarket.com/stores/fairview
California,Palm Desert,Palm Desert,10359,44-459 Town Center Way,(760) 797-8200,https://www.wholefoodsmarket.com/stores/palmdesert
British Columbia,Vancouver,Robson,10360,1675 Robson St,(604) 687-5288,https://www.wholefoodsmarket.com/stores/robson
California,San Francisco,Haight Street,10362,690 Stanyan St,(415) 876-6740,https://www.wholefoodsmarket.com/stores/haightstreet
Hawaii,Honolulu,Honolulu (Kahala Mall),10363,4211 Wai'alae Ave,(808) 738-0820,https://www.wholefoodsmarket.com/stores/honolulu(kahalamall)
Illinois,Hinsdale,Hinsdale,10364,500 E Ogden Ave,(630) 986-8500,https://www.wholefoodsmarket.com/stores/hinsdale
California,Capitola,Capitola,10365,1710 41st Ave,(831) 464-2900,https://www.wholefoodsmarket.com/stores/capitola
Connecticut,West Hartford,Bishops Corner,10366,340 N Main St,(860) 523-7174,https://www.wholefoodsmarket.com/stores/bishopscorner
Hawaii,Kailua,Kailua,10368,629 Kailua Rd,(808) 263-6800,https://www.wholefoodsmarket.com/stores/kailua
California,Santa Rosa,Coddingtown,10370,390 Coddingtown Mall,(707) 542-7411,https://www.wholefoodsmarket.com/stores/coddingtown
Massachusetts,Andover,Andover,10371,40 Railroad St,(978) 749-6664,https://www.wholefoodsmarket.com/stores/andover
Colorado,Denver,Washington Park,10373,1111 S Washington St,(303) 733-6201,https://www.wholefoodsmarket.com/stores/washingtonpark
Hawaii,Kahului,Maui,10374,70 E Kaahumanu Ave,(808) 872-3310,https://www.wholefoodsmarket.com/stores/maui
Oregon,Portland,Fremont,10375,Oregon - 3535 NE 15th Ave,(503) 288-3414,https://www.wholefoodsmarket.com/stores/fremont
Oklahoma,Oklahoma City,Oklahoma City,10376,6001 North Western Ave,(405) 879-3500,https://www.wholefoodsmarket.com/stores/oklahomacity
Pennsylvania,Wexford,Wexford,10377,10576 Perry Hwy,(724) 940-6100,https://www.wholefoodsmarket.com/stores/wexford
Indiana,Indianapolis,Eighty-Sixth St.,10378,1300 E 86th St,(317) 706-0900,https://www.wholefoodsmarket.com/stores/eighty-sixthst.
California,San Francisco,Noe Valley,10379,3950 24th St,(415) 282-4700,https://www.wholefoodsmarket.com/stores/noevalley
Massachusetts,Medford,Medford,10380,2151 Mystic Valley Pkwy,(781) 395-4998,https://www.wholefoodsmarket.com/stores/medford
New Jersey,Closter,Closter,10381,45 Vervalen St,(201) 367-9099,https://www.wholefoodsmarket.com/stores/closter
Texas,Austin,Arbor Trails,10384,4301 W William Cannon,(512) 358-2460,https://www.wholefoodsmarket.com/stores/arbortrails
Ohio,Upper Arlington,Upper Arlington,10385,1555 W Lane Ave,(614) 481-3400,https://www.wholefoodsmarket.com/stores/upperarlington
Connecticut,Milford,Milford,10389,1686 Boston Post Road,(203) 874-0883,https://www.wholefoodsmarket.com/stores/milford
Texas,Bee Cave,Bee Cave,10393,12601 Hill Country Blvd,(512) 206-2730,https://www.wholefoodsmarket.com/stores/beecave
California,San Francisco,2001 Market Street,10396,2001 Market St,(415) 626-1430,https://www.wholefoodsmarket.com/stores/2001marketstreet
California,Santa Monica,Montana Avenue,10398,1425 Montana Ave,(310) 576-4707,https://www.wholefoodsmarket.com/stores/montanaavenue
California,Huntington Beach,Huntington Beach,10399,7881 Edinger Ave ,(657) 200-4200,https://www.wholefoodsmarket.com/stores/huntingtonbeach
Oregon,Portland,Laurelhurst,10402,2825 East Burnside St,(503) 232-6601,https://www.wholefoodsmarket.com/stores/laurelhurst
Indiana,Carmel,Carmel,10404,14598 Clay Terrace Blvd,(317) 569-1517,https://www.wholefoodsmarket.com/stores/carmel
California,Laguna Beach,Laguna Beach,10406,283 Broadway St,(949) 376-7888,https://www.wholefoodsmarket.com/stores/lagunabeach
Oregon,Bend,Bend,10407,2610 NE Hwy 20,(541) 389-0151,https://www.wholefoodsmarket.com/stores/bend
New York,New York,Midtown East (E 57th St),10408,226 E 57th St,(646) 497-1222,https://www.wholefoodsmarket.com/stores/midtowneast(e57thst)
Tennessee,Chattanooga,Chattanooga,10409,301 Manufacturers Rd,(423) 702-7300,https://www.wholefoodsmarket.com/stores/chattanooga
Massachusetts,Wellesley,Wellesley,10413,442 Washington St,(781) 235-7262,https://www.wholefoodsmarket.com/stores/wellesley
District of Columbia,Washington,Foggy Bottom,10414,2201 I Street NW,(202) 296-1660,https://www.wholefoodsmarket.com/stores/foggybottom
Utah,Salt Lake City,Sugar House,10415,1131 E Wilmington Ave,(801) 359-7913,https://www.wholefoodsmarket.com/stores/sugarhouse
Minnesota,Edina,Edina,10419,7401 France Ave S,(952) 830-3500,https://www.wholefoodsmarket.com/stores/edina
Minnesota,Minnetonka,Minnetonka,10422,1001 Plymouth Rd,(952) 797-5600,https://www.wholefoodsmarket.com/stores/minnetonka
Colorado,Boulder,Ideal Market Boulder,10423,1275 Alpine Ave,(303) 443-1354,https://www.wholefoodsmarket.com/stores/idealmarketboulder
Nevada,Las Vegas,Tenaya,10424, 7250 W Lake Mead Blvd,(702) 942-1500,https://www.wholefoodsmarket.com/stores/tenaya
North Carolina,Greensboro,Greensboro Friendly,10426,3202 W Friendly Ave,(336) 398-2880,https://www.wholefoodsmarket.com/stores/greensborofriendly
Utah,Cottonwood Heights,Cottonwood Heights,10430,6930 S Highland Dr,(801) 733-9455,https://www.wholefoodsmarket.com/stores/cottonwoodheights
California,San Francisco,Ocean,10432,1150 Ocean Ave,(415) 333-7400,https://www.wholefoodsmarket.com/stores/ocean
California,Del Mar,Del Mar,10434,2600 Via De La Valle,(858) 436-9800,https://www.wholefoodsmarket.com/stores/delmar
Washington,Lynnwood,Lynnwood,10436,2800 SW 196th St,(425) 775-1320,https://www.wholefoodsmarket.com/stores/lynnwood
California,Laguna Niguel,Laguna Niguel,10437,23932 Aliso Creek Rd,(949) 900-5830,https://www.wholefoodsmarket.com/stores/lagunaniguel
Massachusetts,Jamaica Plain,Jamaica Plain,10438,413 Centre St,(617) 553-5400,https://www.wholefoodsmarket.com/stores/jamaicaplain
Arizona,Tucson,Speedway,10439,3360 E Speedway Blvd,(520) 795-9844,https://www.wholefoodsmarket.com/stores/speedway
California,Malibu,Malibu,10441,23401 Civic Center Way,(424) 425-7351,https://www.wholefoodsmarket.com/stores/malibu
North Carolina,Charlotte,Charlotte,10443,6610 Fairview Rd,(980) 213-2400,https://www.wholefoodsmarket.com/stores/charlotte
Texas,San Antonio,Vineyard,10444,18403 Blanco Rd,(210) 408-3110,https://www.wholefoodsmarket.com/stores/vineyard
Colorado,Superior,Superior,10445,303 Marshall Rd,(720) 274-1415,https://www.wholefoodsmarket.com/stores/superior
California,Folsom,Folsom,10447,270 Palladio Pkwy,(916) 984-8500,https://www.wholefoodsmarket.com/stores/folsom
New Jersey,Marlboro,Marlboro,10451,113 Route 9 South,(732) 792-5900,https://www.wholefoodsmarket.com/stores/marlboro
Massachusetts,Lynnfield,Lynnfield,10452,427 Walnut St,(781) 776-4300,https://www.wholefoodsmarket.com/stores/lynnfield
North Carolina,Wilmington,Wilmington,10453,3804 Oleander Dr,(910) 777-2499,https://www.wholefoodsmarket.com/stores/wilmington
Connecticut,Danbury,Danbury,10455,5C Sugar Hollow Rd,(203) 730-0599,https://www.wholefoodsmarket.com/stores/danbury
Ontario,Markham,Unionville,10456,3997 Hwy 7,(905) 474-4900,https://www.wholefoodsmarket.com/stores/unionville
Missouri,Kansas City,Kansas City,10457,301 E 51st St,(816) 708-3700,https://www.wholefoodsmarket.com/stores/kansascity
Illinois,Chicago,Hyde Park,10458,5118 S Lake Park Ave,(773) 819-1600,https://www.wholefoodsmarket.com/stores/hydepark
Colorado,Castle Rock,Castle Rock,10459,6384 Promenade Pkwy,(720) 673-4700,https://www.wholefoodsmarket.com/stores/castlerock
Iowa,West Des Moines,West Des Moines,10460,4100 University Ave,(515) 343-2600,https://www.wholefoodsmarket.com/stores/westdesmoines
Tennessee,Knoxville,Knoxville,10461,6730 Papermill Dr NW,(865) 291-6400,https://www.wholefoodsmarket.com/stores/knoxville
New Hampshire,Nashua,Nashua,10462,255 Amherst St,(603) 318-7550,https://www.wholefoodsmarket.com/stores/nashua
Maryland,Riverdale,Riverdale Park,10463,6621-B Baltimore Ave,(240) 487-7575,https://www.wholefoodsmarket.com/stores/riverdalepark
South Carolina,Columbia,Columbia,10464,702 Cross Hill Rd,(803) 509-6700,https://www.wholefoodsmarket.com/stores/columbia
Michigan,Detroit,Detroit,10465,115 Mack Ave,(313) 576-5300,https://www.wholefoodsmarket.com/stores/detroit
Virginia,Virginia Beach,Virginia Beach,10466,1800 Laskin Rd,(757) 422-0444,https://www.wholefoodsmarket.com/stores/virginiabeach
California,Fremont,Fremont,10467,California - 3111 Mowry Ave,(510) 401-5880,https://www.wholefoodsmarket.com/stores/fremont
California,Newport Beach,Newport Beach,10468,415 Newport Center Dr,(949) 999-8572,https://www.wholefoodsmarket.com/stores/newportbeach
Arizona,Tucson,Oracle,10469,7133 N Oracle Rd,(520) 352-0111,https://www.wholefoodsmarket.com/stores/oracle
Colorado,Frisco,Frisco,10470,261 Lusher Ct,(970) 668-9400,https://www.wholefoodsmarket.com/stores/frisco
Colorado,Littleton,Governor's Ranch,10471,5155 S Wadsworth Blvd,(303) 586-5220,https://www.wholefoodsmarket.com/stores/governor'sranch
Oklahoma,Tulsa,Yale,10472,9136 S Yale Ave,(918) 879-0493,https://www.wholefoodsmarket.com/stores/yale
Texas,Addison,Addison,10473,5100 Belt Line Rd,(214) 854-3334,https://www.wholefoodsmarket.com/stores/addison
Texas,Katy,Katy,10474,6601 S Fry Rd,(281) 769-5670,https://www.wholefoodsmarket.com/stores/katy
Arizona,Tucson,River Road,10475,5555 E River Rd,(520) 461-1300,https://www.wholefoodsmarket.com/stores/riverroad
Arizona,Phoenix,Camelback,10476,4701 N 20th St,(602) 761-4750,https://www.wholefoodsmarket.com/stores/camelback
Florida,North Miami,North Miami,10477,12150 Biscayne Blvd,(305) 892-5500,https://www.wholefoodsmarket.com/stores/northmiami
Florida,Tallahassee,Tallahassee,10478,1817 Thomasville Rd,(850) 513-4200,https://www.wholefoodsmarket.com/stores/tallahassee
Tennessee,Memphis,Poplar Avenue,10480,5014 Poplar Ave,(901) 969-4368,https://www.wholefoodsmarket.com/stores/poplaravenue
Illinois,Orland Park,Orland Park,10481,15260 South La Grange Road,(708) 364-1350,https://www.wholefoodsmarket.com/stores/orlandpark
Indiana,Mishawaka,Mishawaka,10482,4230 Grape Rd,(574) 247-5800,https://www.wholefoodsmarket.com/stores/mishawaka
New York,Port Chester,Port Chester,10483,575 Boston Post Road,(914) 708-1985,https://www.wholefoodsmarket.com/stores/portchester
Ohio,Rocky River,Rocky River,10484,19607 Detroit Rd,(440) 596-3440,https://www.wholefoodsmarket.com/stores/rockyriver
Mississippi,Jackson,Jackson,10486,4500 I-55 North,(601) 608-0405,https://www.wholefoodsmarket.com/stores/jackson
New York,Brooklyn,Williamsburg,10487,238 Bedford Ave,(718) 734-2321,https://www.wholefoodsmarket.com/stores/williamsburg
Georgia,Alpharetta,Avalon,10488,2800 Old Milton Pkwy,(678) 534-3138,https://www.wholefoodsmarket.com/stores/avalon
Georgia,Savannah,Savannah,10489,1815 E Victory Dr ,(912) 358-5829,https://www.wholefoodsmarket.com/stores/savannah
Minnesota,Maple Grove,Maple Grove,10490,12201 Elm Creek Blvd N,(763) 416-7300,https://www.wholefoodsmarket.com/stores/maplegrove
New York,Albany,Albany,10492,1425 Central Ave,(518) 621-5300,https://www.wholefoodsmarket.com/stores/albany
Nebraska,Lincoln,Lincoln,10493,6055 O St,(402) 486-6000,https://www.wholefoodsmarket.com/stores/lincoln
British Columbia,Burnaby,North Burnaby,10494,4420 Lougheed Hwy,(604) 205-5032,https://www.wholefoodsmarket.com/stores/northburnaby
Illinois,Park Ridge,Park Ridge,10495,225 W Touhy Ave,(847) 292-7100,https://www.wholefoodsmarket.com/stores/parkridge
Pennsylvania,Wynnewood,Wynnewood,10496,15 E Wynnewood Rd,(610) 896-3737,https://www.wholefoodsmarket.com/stores/wynnewood
Texas,Houston,Champions,10497,10133 Louetta Rd,(281) 803-6396,https://www.wholefoodsmarket.com/stores/champions
Texas,Highland Village,Highland Village,10498,4041 Waller Creek,(972) 538-9710,https://www.wholefoodsmarket.com/stores/highlandvillage
Maryland,Columbia,Columbia,10499,Maryland - 10275 Little Patuxent Pkwy,(240) 865-1827,https://www.wholefoodsmarket.com/stores/columbia
Ontario,Toronto,Leaside,10500,1860 Bayview Ave,(416) 484-0090,https://www.wholefoodsmarket.com/stores/leaside
New Jersey,Parsippany,Parsippany,10501,60 Waterview Blvd,(862) 286-2777,https://www.wholefoodsmarket.com/stores/parsippany
Kansas,Wichita,Wichita,10504,1423 N Webb Rd,(316) 630-8484,https://www.wholefoodsmarket.com/stores/wichita
Texas,Dallas,Uptown Dallas,10505,2510 McKinney Ave,(469) 518-5814,https://www.wholefoodsmarket.com/stores/uptowndallas
Massachusetts,South Weymouth,South Weymouth,10506,35 Pleasant St,(781) 277-5200,https://www.wholefoodsmarket.com/stores/southweymouth
Massachusetts,Arlington,Arlington MA,10507,808 Massachusetts Ave,(781) 777-7200,https://www.wholefoodsmarket.com/stores/arlingtonma
Massachusetts,Charlestown,Charlestown,10509,27 Austin St,(617) 337-9700,https://www.wholefoodsmarket.com/stores/charlestown
Massachusetts,Melrose,Melrose,10510,880 Main St,(781) 606-3400,https://www.wholefoodsmarket.com/stores/melrose
Massachusetts,Somerville,Somerville,10511,45 Beacon St,(617) 902-9300,https://www.wholefoodsmarket.com/stores/somerville
Massachusetts,Boston,South End,10513,348 Harrison Ave,(617) 904-1000,https://www.wholefoodsmarket.com/stores/southend
Pennsylvania,Philadelphia,Philly Center City,10514,2101 Pennsylvania Ave,(215) 557-0015,https://www.wholefoodsmarket.com/stores/phillycentercity
Florida,Clearwater,Clearwater,10515,27001 US 19 N,(727) 724-7100,https://www.wholefoodsmarket.com/stores/clearwater
Florida,Altamonte Springs,Altamonte Springs,10516,305 E Altamonte Dr,(407) 767-2100,https://www.wholefoodsmarket.com/stores/altamontesprings
New York,New York,Harlem,10517,100 W 125th St,(212) 678-1940,https://www.wholefoodsmarket.com/stores/harlem
New York,New York,Upper East Side,10518,1551 3rd Ave,(646) 891-3888,https://www.wholefoodsmarket.com/stores/uppereastside
New Jersey,Morristown,Morristown,10519,110 Washington St,(973) 385-1900,https://www.wholefoodsmarket.com/stores/morristown
